date,US,Eurozone,UK,Japan,date_popup
2019-01-26,98.62,98.9,102.4,99.5,26 Jan 2019
2019-01-25,98.86,98.53,102.52,99.27,25 Jan 2019
2019-01-24,99.19,98.69,102.01,99.77,24 Jan 2019
2019-01-23,99.14,98.88,101.97,99.72,23 Jan 2019
2019-01-22,99.32,98.95,101.06,100.16,22 Jan 2019
2019-01-21,99.25,98.98,100.72,99.86,21 Jan 2019
2019-01-20,99.25,98.98,100.72,99.86,20 Jan 2019
2019-01-19,99.25,98.98,100.72,99.86,19 Jan 2019
2019-01-18,98.89,99.05,101,99.79,18 Jan 2019
2019-01-17,98.84,99,100.79,100.39,17 Jan 2019
2019-01-16,98.78,98.93,100.35,100.3,16 Jan 2019
2019-01-15,98.73,99.24,100.02,100.49,15 Jan 2019
2019-01-14,98.76,99.53,99.95,100.94,14 Jan 2019
2019-01-13,98.76,99.53,99.95,100.94,13 Jan 2019
2019-01-12,98.76,99.53,99.95,100.94,12 Jan 2019
2019-01-11,98.5,99.91,99.32,100.5,11 Jan 2019
2019-01-10,98.58,99.97,98.89,100.79,10 Jan 2019
2019-01-09,99.1,99.75,99.33,100.53,09 Jan 2019
2019-01-08,99.34,99.73,99.51,100.81,08 Jan 2019
2019-01-07,99.22,99.56,99.44,101.19,07 Jan 2019
2019-01-06,99.22,99.56,99.44,101.19,06 Jan 2019
2019-01-05,99.22,99.56,99.44,101.19,05 Jan 2019
2019-01-04,99.71,99.61,99.13,101.7,04 Jan 2019
2019-01-03,100.07,99.53,98.68,102.35,03 Jan 2019
2019-01-02,100.09,99.77,99,100.9,02 Jan 2019
2019-01-01,100,100,100,100,01 Jan 2019
