date,US,Eurozone,UK,Japan,date_popup
2023-05-16,104.28,103.98,105.45,84.26,16 May 2023
2023-05-15,104.35,103.83,105.38,83.98,15 May 2023
2023-05-14,104.35,103.83,105.38,83.98,14 May 2023
2023-05-13,104.35,103.83,105.38,83.98,13 May 2023
2023-05-12,104.31,103.93,105.33,84.74,12 May 2023
2023-05-11,103.95,103.96,105.64,85.07,11 May 2023
2023-05-10,103.99,104.13,105.71,84.2,10 May 2023
2023-05-09,104.03,104.23,105.54,84.38,09 May 2023
2023-05-08,103.74,104.69,105.55,84.15,08 May 2023
2023-05-07,103.74,104.69,105.55,84.15,07 May 2023
2023-05-06,103.74,104.69,105.55,84.15,06 May 2023
2023-05-05,103.96,104.59,105.28,84.76,05 May 2023
2023-05-04,104.02,105.16,104.84,84.58,04 May 2023
2023-05-03,104.28,105.14,104.48,84.06,03 May 2023
2023-05-02,104.54,104.73,104.69,83.08,02 May 2023
2023-05-01,104.61,104.85,104.54,83.97,01 May 2023
2023-04-30,104.61,104.85,104.54,83.97,30 Apr 2023
2023-04-29,104.61,104.85,104.54,83.97,29 Apr 2023
2023-04-28,104.6,104.85,104.54,83.96,28 Apr 2023
2023-04-27,104.4,105.21,104.31,85.64,27 Apr 2023
2023-04-26,104.38,105.23,104.15,85.32,26 Apr 2023
2023-04-25,104.34,105.08,103.97,85.09,25 Apr 2023
2023-04-24,104.3,104.88,104.04,84.66,24 Apr 2023
2023-04-23,104.3,104.88,104.04,84.66,23 Apr 2023
2023-04-22,104.3,104.88,104.04,84.66,22 Apr 2023
2023-04-21,104.25,104.74,103.79,85.19,21 Apr 2023
2023-04-20,104.38,104.49,104.14,84.62,20 Apr 2023
2023-04-19,104.45,104.48,104.19,84.8,19 Apr 2023
2023-04-18,103.94,104.45,104.15,85,18 Apr 2023
2023-04-17,103.89,104.49,103.89,84.98,17 Apr 2023
2023-04-16,103.89,104.49,103.89,84.98,16 Apr 2023
2023-04-15,103.89,104.49,103.89,84.98,15 Apr 2023
2023-04-14,103.51,104.83,104.04,85.45,14 Apr 2023
2023-04-13,103.84,104.67,104.4,85.21,13 Apr 2023
2023-04-12,104.37,104.37,104.18,85.24,12 Apr 2023
2023-04-11,104.42,104.24,104.46,85.6,11 Apr 2023
2023-04-10,104.25,104.1,104.68,86.6,10 Apr 2023
2023-04-09,104.25,104.1,104.68,86.6,09 Apr 2023
2023-04-08,104.25,104.1,104.68,86.6,08 Apr 2023
2023-04-07,104.25,104.09,104.68,86.6,07 Apr 2023
2023-04-06,104.24,104.06,104.67,86.6,06 Apr 2023
2023-04-05,104.05,104.19,104.52,86.57,05 Apr 2023
2023-04-04,104.13,103.93,104.8,85.62,04 Apr 2023
2023-04-03,104.22,103.8,104.14,85.7,03 Apr 2023
2023-04-02,104.22,103.8,104.14,85.7,02 Apr 2023
2023-04-01,104.22,103.8,104.14,85.7,01 Apr 2023
2023-03-31,104.31,103.86,104.01,85.48,31 Mar 2023
2023-03-30,104.28,103.98,103.77,85.82,30 Mar 2023
2023-03-29,104.53,103.76,103.84,86.11,29 Mar 2023
2023-03-28,104.54,103.63,103.8,87.18,28 Mar 2023
2023-03-27,104.93,103.28,103.72,86.84,27 Mar 2023
2023-03-26,104.93,103.28,103.72,86.84,26 Mar 2023
2023-03-25,104.93,103.28,103.72,86.84,25 Mar 2023
2023-03-24,105.22,103.1,103.43,87.76,24 Mar 2023
2023-03-23,104.56,103.84,103.21,86.49,23 Mar 2023
2023-03-22,105.18,103.54,103.74,86.12,22 Mar 2023
2023-03-21,105.26,103.56,103.59,86.36,21 Mar 2023
2023-03-20,105.58,103.23,103.92,87.16,20 Mar 2023
2023-03-19,105.58,103.23,103.92,87.16,19 Mar 2023
2023-03-18,105.58,103.23,103.92,87.16,18 Mar 2023
2023-03-17,105.81,102.63,103.61,86.68,17 Mar 2023
2023-03-16,106.18,102.55,103.15,86.87,16 Mar 2023
2023-03-15,106.22,102.16,103.63,87.08,15 Mar 2023
2023-03-14,105.42,103.22,103.37,85.23,14 Mar 2023
2023-03-13,105.59,103.05,102.85,86.31,13 Mar 2023
2023-03-12,105.59,103.05,102.85,86.31,12 Mar 2023
2023-03-11,105.59,103.05,102.85,86.31,11 Mar 2023
2023-03-10,106.28,102.68,102.76,84.42,10 Mar 2023
2023-03-09,105.96,102.5,101.96,84.75,09 Mar 2023
2023-03-08,106.02,102.44,101.6,84.11,08 Mar 2023
2023-03-07,105.39,102.97,102.1,84.36,07 Mar 2023
2023-03-06,105.3,102.75,102.36,84.48,06 Mar 2023
2023-03-05,105.3,102.75,102.36,84.48,05 Mar 2023
2023-03-04,105.3,102.75,102.36,84.48,04 Mar 2023
2023-03-03,105.42,102.53,102.33,84.26,03 Mar 2023
2023-03-02,105.63,102.53,102.03,84,02 Mar 2023
2023-03-01,105.15,102.7,102.43,84.35,01 Mar 2023
2023-02-28,105.78,102.65,103.45,84.18,28 Feb 2023
2023-02-27,106.03,102.34,102.76,84.59,27 Feb 2023
2023-02-26,106.03,102.34,102.76,84.59,26 Feb 2023
2023-02-25,106.03,102.34,102.76,84.59,25 Feb 2023
2023-02-24,105.93,102.34,102.55,84.76,24 Feb 2023
2023-02-23,105.34,102.4,102.71,84.86,23 Feb 2023
2023-02-22,105.33,102.55,103.06,85.11,22 Feb 2023
2023-02-21,105.13,102.58,103.12,84.83,21 Feb 2023
2023-02-20,104.99,102.62,102.12,85.16,20 Feb 2023
2023-02-19,104.99,102.62,102.12,85.16,19 Feb 2023
2023-02-18,104.99,102.62,102.12,85.16,18 Feb 2023
2023-02-17,105.49,102.63,101.91,84.99,17 Feb 2023
2023-02-16,104.95,102.8,102.06,85.14,16 Feb 2023
2023-02-15,104.96,102.7,102.08,85.26,15 Feb 2023
2023-02-14,104.31,102.72,102.96,85.83,14 Feb 2023
2023-02-13,104.66,102.43,102.55,85.77,13 Feb 2023
2023-02-12,104.66,102.43,102.55,85.77,12 Feb 2023
2023-02-11,104.66,102.43,102.55,85.77,11 Feb 2023
2023-02-10,104.66,102.37,102.42,86.77,10 Feb 2023
2023-02-09,104.26,102.57,102.39,86.44,09 Feb 2023
2023-02-08,104.46,102.5,101.98,86.26,08 Feb 2023
2023-02-07,104.82,102.51,101.31,85.83,07 Feb 2023
2023-02-06,104.49,102.84,101.64,85.54,06 Feb 2023
2023-02-05,104.49,102.84,101.64,85.54,05 Feb 2023
2023-02-04,104.49,102.84,101.64,85.54,04 Feb 2023
2023-02-03,103.2,103.2,101.96,87.25,03 Feb 2023
2023-02-02,102.8,103.45,102.06,87,02 Feb 2023
2023-02-01,103.44,103.02,102.83,86.43,01 Feb 2023
2023-01-31,103.88,102.77,103.08,86.28,31 Jan 2023
2023-01-30,103.43,103.03,103.39,86.25,30 Jan 2023
2023-01-29,103.43,103.03,103.39,86.25,29 Jan 2023
2023-01-28,103.43,103.03,103.39,86.25,28 Jan 2023
2023-01-27,103.59,102.83,103.38,86.6,27 Jan 2023
2023-01-26,103.61,102.98,103.41,86.61,26 Jan 2023
2023-01-25,103.64,102.93,102.99,86.66,25 Jan 2023
2023-01-24,103.82,102.96,102.84,86.4,24 Jan 2023
2023-01-23,103.71,102.95,103.32,86.34,23 Jan 2023
2023-01-22,103.71,102.95,103.32,86.34,22 Jan 2023
2023-01-21,103.71,102.95,103.32,86.34,21 Jan 2023
2023-01-20,104.02,102.68,103.6,86.59,20 Jan 2023
2023-01-19,104.12,102.63,103.51,87.79,19 Jan 2023
2023-01-18,103.48,102.52,103.58,87.15,18 Jan 2023
2023-01-17,103.83,102.9,102.51,87.62,17 Jan 2023
2023-01-16,103.72,102.56,102.07,87.55,16 Jan 2023
2023-01-15,103.72,102.56,102.07,87.55,15 Jan 2023
2023-01-14,103.72,102.56,102.07,87.55,14 Jan 2023
2023-01-13,103.78,102.57,102.03,87.53,13 Jan 2023
2023-01-12,104.16,102.58,102.14,86.46,12 Jan 2023
2023-01-11,104.62,102.6,102.18,85.28,11 Jan 2023
2023-01-10,104.76,102.45,102.49,85.61,10 Jan 2023
2023-01-09,104.79,102.27,102.7,85.78,09 Jan 2023
2023-01-08,104.79,102.27,102.7,85.78,08 Jan 2023
2023-01-07,104.79,102.27,102.7,85.78,07 Jan 2023
2023-01-06,106.32,101.71,101.78,85.21,06 Jan 2023
2023-01-05,105.87,102.15,102.3,86.04,05 Jan 2023
2023-01-04,105.81,102.08,102.53,87.46,04 Jan 2023
2023-01-03,106.31,101.97,102.46,87.83,03 Jan 2023
2023-01-02,105.84,102.79,102.32,87.61,02 Jan 2023
2023-01-01,105.84,102.79,102.32,87.61,01 Jan 2023
2022-12-31,105.84,102.79,102.32,87.61,31 Dec 2022
2022-12-30,105.88,102.65,102.16,86.77,30 Dec 2022
2022-12-29,106.21,102.8,102.46,86.03,29 Dec 2022
2022-12-28,106.24,102.75,103.02,86.04,28 Dec 2022
2022-12-27,106.19,102.55,102.57,86.18,27 Dec 2022
2022-12-26,106.38,102.59,102.95,86.82,26 Dec 2022
2022-12-25,106.38,102.59,102.95,86.82,25 Dec 2022
2022-12-24,106.38,102.59,102.95,86.82,24 Dec 2022
2022-12-23,106.37,102.59,102.95,86.82,23 Dec 2022
2022-12-22,106.4,102.59,102.7,87.13,22 Dec 2022
2022-12-21,106.46,102.54,103.42,87.23,21 Dec 2022
2022-12-20,106.63,102.29,103.42,86.81,20 Dec 2022
2022-12-19,106.89,102.34,103.99,84.37,19 Dec 2022
2022-12-18,106.89,102.34,103.99,84.37,18 Dec 2022
2022-12-17,106.89,102.34,103.99,84.37,17 Dec 2022
2022-12-16,106.96,102.57,104.01,84.07,16 Dec 2022
2022-12-15,106.68,102.32,105.17,84.26,15 Dec 2022
2022-12-14,106.21,102.24,105.23,85.01,14 Dec 2022
2022-12-13,107.06,101.92,105.46,83.95,13 Dec 2022
2022-12-12,106.96,102.03,105.2,83.99,12 Dec 2022
2022-12-11,106.96,102.03,105.2,83.99,11 Dec 2022
2022-12-10,106.96,102.03,105.2,83.99,10 Dec 2022
2022-12-09,106.71,101.86,105.14,84.75,09 Dec 2022
2022-12-08,106.93,101.77,104.68,84.36,08 Dec 2022
2022-12-07,107.07,101.91,104.59,84.11,07 Dec 2022
2022-12-06,107,101.75,104.79,84.7,06 Dec 2022
2022-12-05,106.18,101.83,104.97,84.9,05 Dec 2022
2022-12-04,106.18,101.83,104.97,84.9,04 Dec 2022
2022-12-03,106.18,101.83,104.97,84.9,03 Dec 2022
2022-12-02,106.17,101.57,105.1,85.88,02 Dec 2022
2022-12-01,106.88,101.41,105.14,84.97,01 Dec 2022
2022-11-30,107.47,101.12,103.95,83.61,30 Nov 2022
2022-11-29,107.71,101.29,104.42,84.5,29 Nov 2022
2022-11-28,107.75,102.11,104.5,84.44,28 Nov 2022
2022-11-27,107.75,102.11,104.5,84.44,27 Nov 2022
2022-11-26,107.75,102.11,104.5,84.44,26 Nov 2022
2022-11-25,107.85,101.39,104.92,83.9,25 Nov 2022
2022-11-24,107.57,101.55,104.96,84.47,24 Nov 2022
2022-11-23,108.29,101.32,104.24,83.12,23 Nov 2022
2022-11-22,108.47,100.99,104.01,83.02,22 Nov 2022
2022-11-21,108.67,100.98,103.45,82.91,21 Nov 2022
2022-11-20,108.67,100.98,103.45,82.91,20 Nov 2022
2022-11-19,108.67,100.98,103.45,82.91,19 Nov 2022
2022-11-18,107.91,101.49,103.47,83.47,18 Nov 2022
2022-11-17,108.32,101.47,102.92,83.61,17 Nov 2022
2022-11-16,107.31,101.5,102.97,83.38,16 Nov 2022
2022-11-15,107.14,101.25,102.85,83.39,15 Nov 2022
2022-11-14,107.71,100.89,102.51,83.02,14 Nov 2022
2022-11-13,107.71,100.89,102.51,83.02,13 Nov 2022
2022-11-12,107.71,100.89,102.51,83.02,12 Nov 2022
2022-11-11,107.85,100.92,102.49,83.74,11 Nov 2022
2022-11-10,110.38,99.67,101.9,81.53,10 Nov 2022
2022-11-09,110.05,100.22,101.7,81.3,09 Nov 2022
2022-11-08,110.21,99.97,102,81.44,08 Nov 2022
2022-11-07,110.12,99.87,102.23,81.42,07 Nov 2022
2022-11-06,110.12,99.87,102.23,81.42,06 Nov 2022
2022-11-05,110.12,99.87,102.23,81.42,05 Nov 2022
2022-11-04,110.57,99.17,101.29,81.17,04 Nov 2022
2022-11-03,112.03,99.07,101.51,81.44,03 Nov 2022
2022-11-02,111,99.63,103.34,81.49,02 Nov 2022
2022-11-01,110.75,99.79,103.5,81.28,01 Nov 2022
2022-10-31,111.49,99.94,103.52,80.82,31 Oct 2022
2022-10-30,111.49,99.94,103.52,80.82,30 Oct 2022
2022-10-29,111.49,99.94,103.52,80.82,29 Oct 2022
2022-10-28,111.05,100,103.55,81.15,28 Oct 2022
2022-10-27,110.78,100.58,103.15,81.32,27 Oct 2022
2022-10-26,110.4,100.25,103.1,81.02,26 Oct 2022
2022-10-25,111.9,99.92,102.18,80.95,25 Oct 2022
2022-10-24,111.76,99.75,102.14,80.75,24 Oct 2022
2022-10-23,111.76,99.75,102.14,80.75,23 Oct 2022
2022-10-22,111.76,99.75,102.14,80.75,22 Oct 2022
2022-10-21,112.48,99.14,100.89,79.51,21 Oct 2022
2022-10-20,111.8,99.33,101.62,80.12,20 Oct 2022
2022-10-19,112.02,99.15,101.82,80.31,19 Oct 2022
2022-10-18,111.47,99.35,102.03,80.32,18 Oct 2022
2022-10-17,111.9,98.83,102.47,80.69,17 Oct 2022
2022-10-16,111.9,98.83,102.47,80.69,16 Oct 2022
2022-10-15,111.9,98.83,102.47,80.69,15 Oct 2022
2022-10-14,111.95,98.73,101.67,81.31,14 Oct 2022
2022-10-13,111.63,98.79,102.08,81.7,13 Oct 2022
2022-10-12,111.78,98.68,100.38,81.82,12 Oct 2022
2022-10-11,111.56,98.67,100.55,82.36,11 Oct 2022
2022-10-10,111.45,98.33,100.32,82.25,10 Oct 2022
2022-10-09,111.45,98.33,100.32,82.25,09 Oct 2022
2022-10-08,111.45,98.33,100.32,82.25,08 Oct 2022
2022-10-07,110.92,98.69,101.02,82.21,07 Oct 2022
2022-10-06,110.69,99.02,101.02,82.14,06 Oct 2022
2022-10-05,110.4,99.27,101.51,82.23,05 Oct 2022
2022-10-04,110.54,99.11,101.49,82.07,04 Oct 2022
2022-10-03,111.19,98.44,101.25,82.41,03 Oct 2022
2022-10-02,111.19,98.44,101.25,82.41,02 Oct 2022
2022-10-01,111.19,98.44,101.25,82.41,01 Oct 2022
2022-09-30,111.27,98.4,99.73,82.54,30 Sep 2022
2022-09-29,111.48,98.36,98.27,82.65,29 Sep 2022
2022-09-28,112.57,97.66,96.94,83.39,28 Sep 2022
2022-09-27,111.72,97.66,98.12,82.95,27 Sep 2022
2022-09-26,111.75,97.81,98.03,83.13,26 Sep 2022
2022-09-25,111.75,97.81,98.03,83.13,25 Sep 2022
2022-09-24,111.75,97.81,98.03,83.13,24 Sep 2022
2022-09-23,110.65,98.02,99.62,83.29,23 Sep 2022
2022-09-22,109.58,98.48,101.08,83.94,22 Sep 2022
2022-09-21,109.58,98.52,101.05,81.89,21 Sep 2022
2022-09-20,109.12,98.83,101.21,81.86,20 Sep 2022
2022-09-19,109.26,98.89,100.77,81.86,19 Sep 2022
2022-09-18,109.26,98.89,100.77,81.86,18 Sep 2022
2022-09-17,109.26,98.89,100.77,81.86,17 Sep 2022
2022-09-16,109.22,98.54,101.01,82.06,16 Sep 2022
2022-09-15,108.85,98.67,101.66,81.67,15 Sep 2022
2022-09-14,108.71,98.47,102.07,81.69,14 Sep 2022
2022-09-13,107.46,99.29,102.29,81.72,13 Sep 2022
2022-09-12,107.56,99.19,102.25,81.62,12 Sep 2022
2022-09-11,107.56,99.19,102.25,81.62,11 Sep 2022
2022-09-10,107.56,99.19,102.25,81.62,10 Sep 2022
2022-09-09,107.98,98.61,101.72,81.62,09 Sep 2022
2022-09-08,108.48,98.55,101.92,81.34,08 Sep 2022
2022-09-07,109.26,98,101.69,81,07 Sep 2022
2022-09-06,108.58,97.89,102.59,82.37,06 Sep 2022
2022-09-05,108.44,97.82,101.75,83.02,05 Sep 2022
2022-09-04,108.44,97.82,101.75,83.02,04 Sep 2022
2022-09-03,108.44,97.82,101.75,83.02,03 Sep 2022
2022-09-02,108.24,98.17,101.88,82.89,02 Sep 2022
2022-09-01,108.12,98.13,101.85,83.47,01 Sep 2022
2022-08-31,107.92,97.99,102.29,83.67,31 Aug 2022
2022-08-30,107.46,98.07,102.84,83.86,30 Aug 2022
2022-08-29,107.79,97.85,102.97,83.77,29 Aug 2022
2022-08-28,107.79,97.85,102.97,83.77,28 Aug 2022
2022-08-27,107.79,97.85,102.97,83.77,27 Aug 2022
2022-08-26,107.11,97.55,103.82,84.39,26 Aug 2022
2022-08-25,107.12,97.26,104,84.69,25 Aug 2022
2022-08-24,107.41,97.13,103.91,84.79,24 Aug 2022
2022-08-23,107.56,97.11,103.81,84.3,23 Aug 2022
2022-08-22,107.4,97.58,103.75,84.37,22 Aug 2022
2022-08-21,107.4,97.58,103.75,84.37,21 Aug 2022
2022-08-20,107.4,97.58,103.75,84.37,20 Aug 2022
2022-08-19,107.15,97.8,103.56,84.18,19 Aug 2022
2022-08-18,106.17,98.22,104.59,85.04,18 Aug 2022
2022-08-17,106.26,98.08,104.73,84.78,17 Aug 2022
2022-08-16,106.16,97.78,104.5,85.3,16 Aug 2022
2022-08-15,105.93,97.99,104.49,85.97,15 Aug 2022
2022-08-14,105.93,97.99,104.49,85.97,14 Aug 2022
2022-08-13,105.93,97.99,104.49,85.97,13 Aug 2022
2022-08-12,105.42,98.4,104.36,85.22,12 Aug 2022
2022-08-11,105.14,98.6,104.7,86.05,11 Aug 2022
2022-08-10,105.97,98.41,104.49,84.73,10 Aug 2022
2022-08-09,106.05,98.36,104.55,84.55,09 Aug 2022
2022-08-08,106.19,98.1,104.85,84.74,08 Aug 2022
2022-08-07,106.19,98.1,104.85,84.74,07 Aug 2022
2022-08-06,106.19,98.1,104.85,84.74,06 Aug 2022
2022-08-05,106,98.25,104.81,85.75,05 Aug 2022
2022-08-04,106.25,98.06,104.7,85.81,04 Aug 2022
2022-08-03,106.4,98.06,105.51,85.68,03 Aug 2022
2022-08-02,106.07,98.22,105.55,87.35,02 Aug 2022
2022-08-01,105.82,98.22,105.52,86.34,01 Aug 2022
2022-07-31,105.82,98.22,105.52,86.34,31 Jul 2022
2022-07-30,105.82,98.22,105.52,86.34,30 Jul 2022
2022-07-29,106.05,98.11,105.04,85.42,29 Jul 2022
2022-07-28,106.58,97.89,105.38,84.54,28 Jul 2022
2022-07-27,106.68,98.17,104.88,83.83,27 Jul 2022
2022-07-26,106.87,97.94,104.2,83.99,26 Jul 2022
2022-07-25,106.48,98.53,104.33,83.77,25 Jul 2022
2022-07-24,106.48,98.53,104.33,83.77,24 Jul 2022
2022-07-23,106.48,98.53,104.33,83.77,23 Jul 2022
2022-07-22,106.74,98.38,103.77,83.73,22 Jul 2022
2022-07-21,106.94,98.58,103.43,82.74,21 Jul 2022
2022-07-20,106.74,98.48,103.81,82.95,20 Jul 2022
2022-07-19,106.52,98.77,103.83,83.14,19 Jul 2022
2022-07-18,107,98.18,104.14,82.96,18 Jul 2022
2022-07-17,107,98.18,104.14,82.96,17 Jul 2022
2022-07-16,107,98.18,104.14,82.96,16 Jul 2022
2022-07-15,107.69,97.94,103.57,83.05,15 Jul 2022
2022-07-14,108.05,97.64,103.89,82.99,14 Jul 2022
2022-07-13,107.24,97.74,104.21,83.7,13 Jul 2022
2022-07-12,107.42,97.79,103.6,84.06,12 Jul 2022
2022-07-11,107.04,98.08,104.18,83.46,11 Jul 2022
2022-07-10,107.04,98.08,104.18,83.46,10 Jul 2022
2022-07-09,107.04,98.08,104.18,83.46,09 Jul 2022
2022-07-08,106.6,98.26,104.28,84.19,08 Jul 2022
2022-07-07,106.67,98.52,103.75,84.31,07 Jul 2022
2022-07-06,106.78,98.44,103.03,84.57,06 Jul 2022
2022-07-05,106.22,98.89,103.23,83.97,05 Jul 2022
2022-07-04,105.34,99.55,103.62,83.75,04 Jul 2022
2022-07-03,105.34,99.55,103.62,83.75,03 Jul 2022
2022-07-02,105.34,99.55,103.62,83.75,02 Jul 2022
2022-07-01,105.56,99.49,102.71,83.92,01 Jul 2022
2022-06-30,105.53,98.98,103.45,83.27,30 Jun 2022
2022-06-29,105.01,99.79,103.19,82.85,29 Jun 2022
2022-06-28,104.8,100.1,103.53,83.04,28 Jun 2022
2022-06-27,104.67,100.11,103.71,83.28,27 Jun 2022
2022-06-26,104.67,100.11,103.71,83.28,26 Jun 2022
2022-06-25,104.67,100.11,103.71,83.28,25 Jun 2022
2022-06-24,104.95,99.96,104.15,83.72,24 Jun 2022
2022-06-23,105.2,99.87,104.03,83.66,23 Jun 2022
2022-06-22,105.19,100.07,104.09,83.26,22 Jun 2022
2022-06-21,105.04,100.19,104,82.98,21 Jun 2022
2022-06-20,105.11,99.93,104.13,83.77,20 Jun 2022
2022-06-19,105.11,99.93,104.13,83.77,19 Jun 2022
2022-06-18,105.11,99.93,104.13,83.77,18 Jun 2022
2022-06-17,105.36,99.83,104.35,84.07,17 Jun 2022
2022-06-16,105.55,99.31,103.9,85.36,16 Jun 2022
2022-06-15,105.64,99.69,103.16,84.19,15 Jun 2022
2022-06-14,105.65,99.94,103.01,84.35,14 Jun 2022
2022-06-13,105.29,99.76,103.82,84.37,13 Jun 2022
2022-06-12,105.29,99.76,103.82,84.37,12 Jun 2022
2022-06-11,105.29,99.76,103.82,84.37,11 Jun 2022
2022-06-10,104.05,99.94,105.03,84.02,10 Jun 2022
2022-06-09,103.27,100.93,104.93,83.56,09 Jun 2022
2022-06-08,103.29,100.85,104.99,83.56,08 Jun 2022
2022-06-07,103.36,100.21,104.81,84.33,07 Jun 2022
2022-06-06,102.76,100.25,104.8,85.39,06 Jun 2022
2022-06-05,102.76,100.25,104.8,85.39,05 Jun 2022
2022-06-04,102.76,100.25,104.8,85.39,04 Jun 2022
2022-06-03,102.87,100.38,104.86,85.85,03 Jun 2022
2022-06-02,103.1,100.13,104.98,86.22,02 Jun 2022
2022-06-01,103.04,100.27,105.12,86.37,01 Jun 2022
2022-05-31,102.9,100.21,105.09,87.12,31 May 2022
2022-05-30,102.57,100.41,105.25,87.48,30 May 2022
2022-05-29,102.57,100.41,105.25,87.48,29 May 2022
2022-05-28,102.57,100.41,105.25,87.48,28 May 2022
2022-05-27,103.1,100.29,105.52,88.23,27 May 2022
2022-05-26,103.51,100.2,105.28,88.34,26 May 2022
2022-05-25,103.63,99.88,104.75,88.38,25 May 2022
2022-05-24,103.22,100.17,104.35,87.9,24 May 2022
2022-05-23,103.3,99.76,105.25,87.71,23 May 2022
2022-05-22,103.3,99.76,105.25,87.71,22 May 2022
2022-05-21,103.3,99.76,105.25,87.71,21 May 2022
2022-05-20,103.76,99.48,104.98,87.83,20 May 2022
2022-05-19,104.31,99.52,105.1,88.49,19 May 2022
2022-05-18,104.3,99.55,105.19,87.58,18 May 2022
2022-05-17,104.23,99.57,105.54,87.23,17 May 2022
2022-05-16,105.19,99.38,104.5,87.79,16 May 2022
2022-05-15,105.19,99.38,104.5,87.79,15 May 2022
2022-05-14,105.19,99.38,104.5,87.79,14 May 2022
2022-05-13,105.39,99.1,104.21,88.25,13 May 2022
2022-05-12,105.59,99.41,104.16,88.56,12 May 2022
2022-05-11,104.69,99.95,104.44,86.93,11 May 2022
2022-05-10,104.85,100.04,104.25,86.83,10 May 2022
2022-05-09,104.73,100,104.68,86.35,09 May 2022
2022-05-08,104.73,100,104.68,86.35,08 May 2022
2022-05-07,104.73,100,104.68,86.35,07 May 2022
2022-05-06,104.25,99.71,104,86.23,06 May 2022
2022-05-05,103.72,99.3,104.25,86.3,05 May 2022
2022-05-04,103.96,99.08,105.37,86.3,04 May 2022
2022-05-03,104.06,99.31,105.6,86.37,03 May 2022
2022-05-02,104.15,99.04,105.85,86.42,02 May 2022
2022-05-01,104.15,99.04,105.85,86.42,01 May 2022
2022-04-30,104.15,99.04,105.85,86.42,30 Apr 2022
2022-04-29,103.75,98.92,105.64,86.08,29 Apr 2022
2022-04-28,104.42,98.89,105.03,85.95,28 Apr 2022
2022-04-27,103.66,99.17,105.4,87.22,27 Apr 2022
2022-04-26,103.08,99.42,105.73,87.26,26 Apr 2022
2022-04-25,103.01,99.91,105.83,86.76,25 Apr 2022
2022-04-24,103.01,99.91,105.83,86.76,24 Apr 2022
2022-04-23,103.01,99.91,105.83,86.76,23 Apr 2022
2022-04-22,102.43,99.99,106.45,86.2,22 Apr 2022
2022-04-21,101.63,100.12,107.07,85.82,21 Apr 2022
2022-04-20,101.54,99.6,107.42,85.92,20 Apr 2022
2022-04-19,101.54,99.45,107.3,85.75,19 Apr 2022
2022-04-18,101.01,99.69,107.52,87.36,18 Apr 2022
2022-04-17,101.01,99.69,107.52,87.36,17 Apr 2022
2022-04-16,101.01,99.69,107.52,87.36,16 Apr 2022
2022-04-15,100.99,99.68,107.51,87.35,15 Apr 2022
2022-04-14,100.97,99.63,107.49,87.31,14 Apr 2022
2022-04-13,101.14,99.35,106.79,86.99,13 Apr 2022
2022-04-12,101.12,99.62,106.74,87.26,12 Apr 2022
2022-04-11,101.15,99.82,106.6,87.04,11 Apr 2022
2022-04-10,101.15,99.82,106.6,87.04,10 Apr 2022
2022-04-09,101.15,99.82,106.6,87.04,09 Apr 2022
2022-04-08,101.13,99.43,106.78,88.07,08 Apr 2022
2022-04-07,100.95,99.94,106.94,88.12,07 Apr 2022
2022-04-06,100.75,99.91,106.89,88.12,06 Apr 2022
2022-04-05,100.3,99.94,106.92,88.66,05 Apr 2022
2022-04-04,100.35,100.3,106.64,88.78,04 Apr 2022
2022-04-03,100.35,100.3,106.64,88.78,03 Apr 2022
2022-04-02,100.35,100.3,106.64,88.78,02 Apr 2022
2022-04-01,100.27,100.61,106.53,88.94,01 Apr 2022
2022-03-31,100.13,100.92,106.13,89.27,31 Mar 2022
2022-03-30,100.09,101.17,106.32,89.29,30 Mar 2022
2022-03-29,100.49,101.31,106.49,88.47,29 Mar 2022
2022-03-28,100.91,100.81,107.13,88.28,28 Mar 2022
2022-03-27,100.91,100.81,107.13,88.28,27 Mar 2022
2022-03-26,100.91,100.81,107.13,88.28,26 Mar 2022
2022-03-25,100.61,100.83,107.51,89.63,25 Mar 2022
2022-03-24,100.97,100.97,107.66,89.87,24 Mar 2022
2022-03-23,100.95,100.98,107.69,90.66,23 Mar 2022
2022-03-22,100.84,101.14,107.87,90.63,22 Mar 2022
2022-03-21,100.81,101.3,107.22,91.68,21 Mar 2022
2022-03-20,100.81,101.3,107.22,91.68,20 Mar 2022
2022-03-19,100.81,101.3,107.22,91.68,19 Mar 2022
2022-03-18,101.07,101.26,106.96,91.63,18 Mar 2022
2022-03-17,101.02,101.55,106.62,91.97,17 Mar 2022
2022-03-16,101.38,101.27,106.85,92.63,16 Mar 2022
2022-03-15,101.73,101.6,106.93,93.16,15 Mar 2022
2022-03-14,101.61,101.41,106.94,93.1,14 Mar 2022
2022-03-13,101.61,101.41,106.94,93.1,13 Mar 2022
2022-03-12,101.61,101.41,106.94,93.1,12 Mar 2022
2022-03-11,101.38,101.61,106.96,93.72,11 Mar 2022
2022-03-10,101.17,102.19,107.11,94.19,10 Mar 2022
2022-03-09,101.42,101.43,107.42,94.45,09 Mar 2022
2022-03-08,101.87,101.05,107.59,94.77,08 Mar 2022
2022-03-07,101.48,100.91,108.26,95.01,07 Mar 2022
2022-03-06,101.48,100.91,108.26,95.01,06 Mar 2022
2022-03-05,101.48,100.91,108.26,95.01,05 Mar 2022
2022-03-04,101.12,100.81,108.58,94.66,04 Mar 2022
2022-03-03,100.5,101.32,108.54,93.99,03 Mar 2022
