date,id,Value
2020-05-01,Excl. energy & food,1.2371432820907982
2020-04-01,Weighted median,2.7726504430724432
2020-04-01,Prop. increasing,0.671875
2020-04-01,Volatility,1.7844468200858818
2020-04-01,Excl. energy & food,1.4500166032435402
2020-03-01,Weighted median,2.9196618061648874
2020-03-01,Prop. increasing,0.625
2020-03-01,Volatility,1.4408750787308995
2020-03-01,Excl. energy & food,2.10309404473805
2020-02-01,Weighted median,2.988204269777134
2020-02-01,Prop. increasing,0.734375
2020-02-01,Volatility,1.3885252569076478
2020-02-01,Excl. energy & food,2.3799131653304575
2020-01-01,Weighted median,3.12326128825166
2020-01-01,Prop. increasing,0.71875
2020-01-01,Volatility,1.3834583665746205
2020-01-01,Excl. energy & food,2.274836443401348
2019-12-01,Weighted median,3.087244313657043
2019-12-01,Prop. increasing,0.6875
2019-12-01,Volatility,1.3663396896310813
2019-12-01,Excl. energy & food,2.2905988164406295
2019-11-01,Weighted median,3.120721932171984
2019-11-01,Prop. increasing,0.6875
2019-11-01,Volatility,1.355797586285108
2019-11-01,Excl. energy & food,2.3546960942649258
2019-10-01,Weighted median,3.2404004319205244
2019-10-01,Prop. increasing,0.6875
2019-10-01,Volatility,1.4181046384842353
2019-10-01,Excl. energy & food,2.3378148209658134
2019-09-01,Weighted median,2.590702689092959
2019-09-01,Prop. increasing,0.71875
2019-09-01,Volatility,1.4802334600081561
2019-09-01,Excl. energy & food,2.330009908347776
2019-08-01,Weighted median,2.562925520691704
2019-08-01,Prop. increasing,0.734375
2019-08-01,Volatility,1.5172793570821659
2019-08-01,Excl. energy & food,2.3211356735985316
2019-07-01,Weighted median,3.1700468993178648
2019-07-01,Prop. increasing,0.671875
2019-07-01,Volatility,1.5841735587235168
2019-07-01,Excl. energy & food,2.1657049503490353
2019-06-01,Weighted median,3.0847546119039264
2019-06-01,Prop. increasing,0.734375
2019-06-01,Volatility,1.6485484275116042
2019-06-01,Excl. energy & food,2.074600134421647
2019-05-01,Weighted median,2.9374480125823133
2019-05-01,Prop. increasing,0.65625
2019-05-01,Volatility,1.664802437102941
2019-05-01,Excl. energy & food,1.9724280075443827
2019-04-01,Weighted median,3.063124788168805
2019-04-01,Prop. increasing,0.65625
2019-04-01,Volatility,1.692674631295018
2019-04-01,Excl. energy & food,2.091337723570907
2019-03-01,Weighted median,2.9788151227656132
2019-03-01,Prop. increasing,0.65625
2019-03-01,Volatility,1.6773587891918915
2019-03-01,Excl. energy & food,2.0665623500122887
2019-02-01,Weighted median,2.9030665423226685
2019-02-01,Prop. increasing,0.6875
2019-02-01,Volatility,1.636693416122812
2019-02-01,Excl. energy & food,2.141088963712928
2019-01-01,Weighted median,2.7891425806167804
2019-01-01,Prop. increasing,0.625
2019-01-01,Volatility,1.5640808712896894
2019-01-01,Excl. energy & food,2.179432924248841
2018-12-01,Weighted median,2.7990037194962696
2018-12-01,Prop. increasing,0.65625
2018-12-01,Volatility,1.48138534011052
2018-12-01,Excl. energy & food,2.2485295505299887
2018-11-01,Weighted median,3.2415092185667804
2018-11-01,Prop. increasing,0.625
2018-11-01,Volatility,1.4209906340425158
2018-11-01,Excl. energy & food,2.2153843729315796
2018-10-01,Weighted median,2.645056575011578
2018-10-01,Prop. increasing,0.640625
2018-10-01,Volatility,1.3834268437873263
2018-10-01,Excl. energy & food,2.126409125691236
2018-09-01,Weighted median,2.6202247438036164
2018-09-01,Prop. increasing,0.703125
2018-09-01,Volatility,1.3410057995293747
2018-09-01,Excl. energy & food,2.1976804898501583
2018-08-01,Weighted median,2.7550719403635155
2018-08-01,Prop. increasing,0.640625
2018-08-01,Volatility,1.3542901585212432
2018-08-01,Excl. energy & food,2.1208941334864564
2018-07-01,Weighted median,3.3505467848425154
2018-07-01,Prop. increasing,0.671875
2018-07-01,Volatility,1.35449900262729
2018-07-01,Excl. energy & food,2.2675952933706367
2018-06-01,Weighted median,3.054088656966356
2018-06-01,Prop. increasing,0.671875
2018-06-01,Volatility,1.3687467640640132
2018-06-01,Excl. energy & food,2.2455173071270216
2018-05-01,Weighted median,3.227153298302082
2018-05-01,Prop. increasing,0.609375
2018-05-01,Volatility,1.362475056631762
2018-05-01,Excl. energy & food,2.2729984488724395
2018-04-01,Weighted median,2.624959869797859
2018-04-01,Prop. increasing,0.71875
2018-04-01,Volatility,1.3039333535683815
2018-04-01,Excl. energy & food,2.150644636125891
2018-03-01,Weighted median,2.6598288840955853
2018-03-01,Prop. increasing,0.671875
2018-03-01,Volatility,1.2658698361779102
2018-03-01,Excl. energy & food,2.1227843662331143
2018-02-01,Weighted median,2.664097097751786
2018-02-01,Prop. increasing,0.609375
2018-02-01,Volatility,1.3222192394236152
2018-02-01,Excl. energy & food,1.87770420481439
2018-01-01,Weighted median,2.864409296799578
2018-01-01,Prop. increasing,0.609375
2018-01-01,Volatility,1.4048168744232186
2018-01-01,Excl. energy & food,1.8912671130328524
2017-12-01,Weighted median,3.175582510655625
2017-12-01,Prop. increasing,0.5625
2017-12-01,Volatility,1.4309406355614926
2017-12-01,Excl. energy & food,1.7701664532650474
2017-11-01,Weighted median,2.851649593530791
2017-11-01,Prop. increasing,0.546875
2017-11-01,Volatility,1.4372844748065943
2017-11-01,Excl. energy & food,1.7376072726981246
2017-10-01,Weighted median,3.117407429935401
2017-10-01,Prop. increasing,0.625
2017-10-01,Volatility,1.5013946546832568
2017-10-01,Excl. energy & food,1.7596390813271203
2017-09-01,Weighted median,2.4870027988708765
2017-09-01,Prop. increasing,0.625
2017-09-01,Volatility,1.5286576213622924
2017-09-01,Excl. energy & food,1.5953898457655855
2017-08-01,Weighted median,3.174611199870567
2017-08-01,Prop. increasing,0.65625
2017-08-01,Volatility,1.5325927537662956
2017-08-01,Excl. energy & food,1.6552412618799366
2017-07-01,Weighted median,3.201320020422453
2017-07-01,Prop. increasing,0.65625
2017-07-01,Volatility,1.5785722675761436
2017-07-01,Excl. energy & food,1.676962744473006
2017-06-01,Weighted median,2.8550887352518277
2017-06-01,Prop. increasing,0.59375
2017-06-01,Volatility,1.574936475484258
2017-06-01,Excl. energy & food,1.6991193342490174
2017-05-01,Weighted median,3.2229744559436764
2017-05-01,Prop. increasing,0.609375
2017-05-01,Volatility,1.5493250131444987
2017-05-01,Excl. energy & food,1.737093191225922
2017-04-01,Weighted median,3.397882637215626
2017-04-01,Prop. increasing,0.546875
2017-04-01,Volatility,1.572874364308144
2017-04-01,Excl. energy & food,1.8965650108902485
2017-03-01,Weighted median,3.4882444196040554
2017-03-01,Prop. increasing,0.609375
2017-03-01,Volatility,1.5924753062623223
2017-03-01,Excl. energy & food,2.0458454819387253
2017-02-01,Weighted median,3.5343969806141664
2017-02-01,Prop. increasing,0.5
2017-02-01,Volatility,1.6393129389504086
2017-02-01,Excl. energy & food,2.235346829049733
2017-01-01,Weighted median,3.499994842883099
2017-01-01,Prop. increasing,0.5
2017-01-01,Volatility,1.5987792984759293
2017-01-01,Excl. energy & food,2.250209222102019
2016-12-01,Weighted median,3.3392730846598337
2016-12-01,Prop. increasing,0.53125
2016-12-01,Volatility,1.5310324713707415
2016-12-01,Excl. energy & food,2.197123661300278
2016-11-01,Weighted median,3.0012548416217246
2016-11-01,Prop. increasing,0.46875
2016-11-01,Volatility,1.520756012983411
2016-11-01,Excl. energy & food,2.1454219398053485
2016-10-01,Weighted median,3.1335089788674186
2016-10-01,Prop. increasing,0.5
2016-10-01,Volatility,1.5673586311220347
2016-10-01,Excl. energy & food,2.2045551507991186
2016-09-01,Weighted median,3.204322417025037
2016-09-01,Prop. increasing,0.484375
2016-09-01,Volatility,1.5832084688839465
2016-09-01,Excl. energy & food,2.2711206825691734
2016-08-01,Weighted median,3.2952986005168867
2016-08-01,Prop. increasing,0.453125
2016-08-01,Volatility,1.581463724940688
2016-08-01,Excl. energy & food,2.3087345614186794
2016-07-01,Weighted median,2.833805993502664
2016-07-01,Prop. increasing,0.515625
2016-07-01,Volatility,1.5432383231725757
2016-07-01,Excl. energy & food,2.1701399624842868
2016-06-01,Weighted median,2.808754491522594
2016-06-01,Prop. increasing,0.484375
2016-06-01,Volatility,1.488412065700756
2016-06-01,Excl. energy & food,2.262211646506709
2016-05-01,Weighted median,2.834431573836445
2016-05-01,Prop. increasing,0.46875
2016-05-01,Volatility,1.3883769977421685
2016-05-01,Excl. energy & food,2.254559597497605
2016-04-01,Weighted median,2.829761100826792
2016-04-01,Prop. increasing,0.578125
2016-04-01,Volatility,1.3433499768348611
2016-04-01,Excl. energy & food,2.1566547612141838
2016-03-01,Weighted median,2.696534452798204
2016-03-01,Prop. increasing,0.53125
2016-03-01,Volatility,1.3389471216651785
2016-03-01,Excl. energy & food,2.142426948557669
2016-02-01,Weighted median,2.8742460541607375
2016-02-01,Prop. increasing,0.546875
2016-02-01,Volatility,1.3615951311254542
2016-02-01,Excl. energy & food,2.2225738220941635
2016-01-01,Weighted median,2.735173116974996
2016-01-01,Prop. increasing,0.59375
2016-01-01,Volatility,1.3812748799301784
2016-01-01,Excl. energy & food,2.1450225385824693
2015-12-01,Weighted median,2.5846558683893583
2015-12-01,Prop. increasing,0.53125
2015-12-01,Volatility,1.4018186892210713
2015-12-01,Excl. energy & food,2.0715072792840896
2015-11-01,Weighted median,2.7056951350664966
2015-11-01,Prop. increasing,0.53125
2015-11-01,Volatility,1.4443503397036777
2015-11-01,Excl. energy & food,1.9974275238246437
2015-10-01,Weighted median,2.9546740404602447
2015-10-01,Prop. increasing,0.515625
2015-10-01,Volatility,1.544533078213264
2015-10-01,Excl. energy & food,1.9135335359608003
2015-09-01,Weighted median,2.8973939418126635
2015-09-01,Prop. increasing,0.5
2015-09-01,Volatility,1.6306059402465622
2015-09-01,Excl. energy & food,1.8970961446650982
2015-08-01,Weighted median,2.963365241799871
2015-08-01,Prop. increasing,0.5625
2015-08-01,Volatility,1.6367025371408852
2015-08-01,Excl. energy & food,1.8506323273421303
2015-07-01,Weighted median,2.9750639103185534
2015-07-01,Prop. increasing,0.5625
2015-07-01,Volatility,1.593573594231872
2015-07-01,Excl. energy & food,1.8346312894897059
2015-06-01,Weighted median,2.947133230026306
2015-06-01,Prop. increasing,0.578125
2015-06-01,Volatility,1.5962489808796583
2015-06-01,Excl. energy & food,1.777267624465497
2015-05-01,Weighted median,2.800073657643604
2015-05-01,Prop. increasing,0.5625
2015-05-01,Volatility,1.5893663585443825
2015-05-01,Excl. energy & food,1.7509440952473136
2015-04-01,Weighted median,2.778772781052246
2015-04-01,Prop. increasing,0.609375
2015-04-01,Volatility,1.5593022639566079
2015-04-01,Excl. energy & food,1.8028278328946483
2015-03-01,Weighted median,2.708856812388734
2015-03-01,Prop. increasing,0.625
2015-03-01,Volatility,1.4939757425690086
2015-03-01,Excl. energy & food,1.7453777073428403
2015-02-01,Weighted median,2.691081702897912
2015-02-01,Prop. increasing,0.65625
2015-02-01,Volatility,1.4323487492028026
2015-02-01,Excl. energy & food,1.6880834938713274
2015-01-01,Weighted median,2.637915019942798
2015-01-01,Prop. increasing,0.65625
2015-01-01,Volatility,1.381492210954205
2015-01-01,Excl. energy & food,1.631625565241711
2014-12-01,Weighted median,2.5938377190580986
2014-12-01,Prop. increasing,0.640625
2014-12-01,Volatility,1.3013677991847459
2014-12-01,Excl. energy & food,1.622419504663668
2014-11-01,Weighted median,2.691692501400011
2014-11-01,Prop. increasing,0.640625
2014-11-01,Volatility,1.2488695674908155
2014-11-01,Excl. energy & food,1.7415947552462365
2014-10-01,Weighted median,2.709892851900775
2014-10-01,Prop. increasing,0.671875
2014-10-01,Volatility,1.2586985900032095
2014-10-01,Excl. energy & food,1.8176323104362786
2014-09-01,Weighted median,2.7032990471707476
2014-09-01,Prop. increasing,0.625
2014-09-01,Volatility,1.296678409525608
2014-09-01,Excl. energy & food,1.740945888368135
2014-08-01,Weighted median,2.6818709356520447
2014-08-01,Prop. increasing,0.65625
2014-08-01,Volatility,1.286672582625758
2014-08-01,Excl. energy & food,1.7363956028949832
2014-07-01,Weighted median,2.7223572341352935
2014-07-01,Prop. increasing,0.6875
2014-07-01,Volatility,1.2674741246392278
2014-07-01,Excl. energy & food,1.8449632290063271
2014-06-01,Weighted median,2.634946701878204
2014-06-01,Prop. increasing,0.671875
2014-06-01,Volatility,1.2646079312043463
2014-06-01,Excl. energy & food,1.9228626526676647
2014-05-01,Weighted median,2.6431946632076366
2014-05-01,Prop. increasing,0.6875
2014-05-01,Volatility,1.2500081692774583
2014-05-01,Excl. energy & food,1.945526961836249
2014-04-01,Weighted median,2.624074500397287
2014-04-01,Prop. increasing,0.625
2014-04-01,Volatility,1.2001327410505094
2014-04-01,Excl. energy & food,1.8210555250137477
2014-03-01,Weighted median,2.6198289911370063
2014-03-01,Prop. increasing,0.6875
2014-03-01,Volatility,1.137928999902211
2014-03-01,Excl. energy & food,1.6456609706435685
2014-02-01,Weighted median,2.536476288083475
2014-02-01,Prop. increasing,0.59375
2014-02-01,Volatility,1.0882934452735562
2014-02-01,Excl. energy & food,1.55480739049487
2014-01-01,Weighted median,2.5199132146071497
2014-01-01,Prop. increasing,0.640625
2014-01-01,Volatility,1.0555744821062338
2014-01-01,Excl. energy & food,1.6070344358370396
2013-12-01,Weighted median,2.4721459065384734
2013-12-01,Prop. increasing,0.625
2013-12-01,Volatility,1.0293016278823286
2013-12-01,Excl. energy & food,1.7408566188369798
2013-11-01,Weighted median,2.35650248575422
2013-11-01,Prop. increasing,0.640625
2013-11-01,Volatility,1.0801691889905112
2013-11-01,Excl. energy & food,1.7416677473738797
2013-10-01,Weighted median,2.260830409576156
2013-10-01,Prop. increasing,0.609375
2013-10-01,Volatility,1.1213995285125018
2013-10-01,Excl. energy & food,1.6868377311448124
2013-09-01,Weighted median,2.2170515244578692
2013-09-01,Prop. increasing,0.671875
2013-09-01,Volatility,1.1488083859992384
2013-09-01,Excl. energy & food,1.7519368418314467
2013-08-01,Weighted median,2.2509795057263497
2013-08-01,Prop. increasing,0.65625
2013-08-01,Volatility,1.1606351324542292
2013-08-01,Excl. energy & food,1.782107690904435
2013-07-01,Weighted median,2.211400528501323
2013-07-01,Prop. increasing,0.703125
2013-07-01,Volatility,1.1552574518084346
2013-07-01,Excl. energy & food,1.7002217680567016
2013-06-01,Weighted median,2.22665865084677
2013-06-01,Prop. increasing,0.71875
2013-06-01,Volatility,1.1961530032870291
2013-06-01,Excl. energy & food,1.6230952474273066
2013-05-01,Weighted median,2.1282957736883104
2013-05-01,Prop. increasing,0.625
2013-05-01,Volatility,1.2437496238907377
2013-05-01,Excl. energy & food,1.6455519491850854
2013-04-01,Weighted median,2.0627503590769884
2013-04-01,Prop. increasing,0.609375
2013-04-01,Volatility,1.2844890038226497
2013-04-01,Excl. energy & food,1.7155588562940927
2013-03-01,Weighted median,2.078348260066992
2013-03-01,Prop. increasing,0.59375
2013-03-01,Volatility,1.3335362007559275
2013-03-01,Excl. energy & food,1.8890221377988263
2013-02-01,Weighted median,2.1326725588264437
2013-02-01,Prop. increasing,0.65625
2013-02-01,Volatility,1.3921723495880303
2013-02-01,Excl. energy & food,1.9887385214485545
2013-01-01,Weighted median,2.0661976018234043
2013-01-01,Prop. increasing,0.71875
2013-01-01,Volatility,1.4539414100612364
2013-01-01,Excl. energy & food,1.909802217863147
2012-12-01,Weighted median,2.0845902991515013
2012-12-01,Prop. increasing,0.734375
2012-12-01,Volatility,1.523858996976998
2012-12-01,Excl. energy & food,1.8996943778720754
2012-11-01,Weighted median,2.117557941129199
2012-11-01,Prop. increasing,0.75
2012-11-01,Volatility,1.609706033720056
2012-11-01,Excl. energy & food,1.9528512686261341
2012-10-01,Weighted median,2.1034079806900285
2012-10-01,Prop. increasing,0.75
2012-10-01,Volatility,1.6952898142426989
2012-10-01,Excl. energy & food,1.994649148366931
2012-09-01,Weighted median,2.1146169200061475
2012-09-01,Prop. increasing,0.71875
2012-09-01,Volatility,1.796598298701258
2012-09-01,Excl. energy & food,2.0082434834909195
2012-08-01,Weighted median,2.009523040916789
2012-08-01,Prop. increasing,0.71875
2012-08-01,Volatility,1.856029966810101
2012-08-01,Excl. energy & food,1.9352524993137443
2012-07-01,Weighted median,1.9975973385904342
2012-07-01,Prop. increasing,0.765625
2012-07-01,Volatility,1.866277126018193
