Central bank,date,Policy rate,Today,Last month,Start of year
BoJ,19635,-0.1,,,
BoJ,19636,-0.1,,,
BoJ,19637,-0.1,,,
BoJ,19638,-0.1,,,
BoJ,19639,-0.1,,,
BoJ,19640,-0.1,,,
BoJ,19641,-0.1,,,
BoJ,19642,-0.1,,,
BoJ,19643,-0.1,,,
BoJ,19644,-0.1,,,
BoJ,19645,-0.1,,,
BoJ,19646,-0.1,,,
BoJ,19647,-0.1,,,
BoJ,19648,-0.1,,,
BoJ,19649,-0.1,,,
BoJ,19650,-0.1,,,
BoJ,19651,-0.1,,,
BoJ,19652,-0.1,,,
BoJ,19653,-0.1,,,
BoJ,19654,-0.1,,,
BoJ,19655,-0.1,,,
BoJ,19656,-0.1,,,
BoJ,19657,-0.1,,,
BoJ,19658,-0.1,,,
BoJ,19659,-0.1,,,
BoJ,19660,-0.1,,,
BoJ,19661,-0.1,,,
BoJ,19662,-0.1,,,
BoJ,19663,-0.1,,,
BoJ,19664,-0.1,,,
BoJ,19665,-0.1,,,
BoJ,19666,-0.1,,,
BoJ,19667,-0.1,,,
BoJ,19668,-0.1,,,
BoJ,19669,-0.1,,,
BoJ,19670,-0.1,,,
BoJ,19671,-0.1,,,
BoJ,19672,-0.1,,,
BoJ,19673,-0.1,,,
BoJ,19674,-0.1,,,
BoJ,19675,-0.1,,,
BoJ,19676,-0.1,,,
BoJ,19677,-0.1,,,
BoJ,19678,-0.1,,,
BoJ,19679,-0.1,,,
BoJ,19680,-0.1,,,
BoJ,19681,-0.1,,,
BoJ,19682,-0.1,,,
BoJ,19683,-0.1,,,
BoJ,19684,-0.1,,,
BoJ,19685,-0.1,,,
BoJ,19686,-0.1,,,
BoJ,19687,-0.1,,,
BoJ,19688,-0.1,,,
BoJ,19689,-0.1,,,
BoJ,19690,-0.1,,,
BoJ,19691,-0.1,,,
BoJ,19692,-0.1,,,
BoJ,19693,-0.1,,,
BoJ,19694,-0.1,,,
BoJ,19695,-0.1,,,
BoJ,19696,-0.1,,,
BoJ,19697,-0.1,,,
BoJ,19698,-0.1,,,
BoJ,19699,-0.1,,,
BoJ,19700,-0.1,,,
BoJ,19701,-0.1,,,
BoJ,19702,-0.1,,,
BoJ,19703,-0.1,,,
BoJ,19704,-0.1,,,
BoJ,19705,-0.1,,,
BoJ,19706,-0.1,,,
BoJ,19707,-0.1,,,
BoJ,19708,-0.1,,,
BoJ,19709,-0.1,,,
BoJ,19710,-0.1,,,
BoJ,19711,-0.1,,,
BoJ,19712,-0.1,,,
BoJ,19713,-0.1,,,
BoJ,19714,-0.1,,,
BoJ,19715,-0.1,,,
BoJ,19716,-0.1,,,
BoJ,19717,-0.1,,,
BoJ,19718,-0.1,,,
BoJ,19719,-0.1,,,
BoJ,19720,-0.1,,,
BoJ,19721,-0.1,,,
BoJ,19722,-0.1,,,
BoJ,19723,-0.1,,,
BoJ,19724,-0.1,,,
BoJ,19725,-0.1,,,
BoJ,19726,-0.1,,,
BoJ,19727,-0.1,,,
BoJ,19728,-0.1,,,
BoJ,19729,-0.1,,,
BoJ,19730,-0.1,,,
BoJ,19731,-0.1,,,
BoJ,19732,-0.1,,,
BoJ,19733,-0.1,,,
BoJ,19734,-0.1,,,
BoJ,19735,-0.1,,,
BoJ,19736,-0.1,,,
BoJ,19737,-0.1,,,
BoJ,19738,-0.1,,,
BoJ,19739,-0.1,,,
BoJ,19740,-0.1,,,
BoJ,19741,-0.1,,,
BoJ,19742,-0.1,,,
BoJ,19743,-0.1,,,
BoJ,19744,-0.1,,,
BoJ,19745,-0.1,,,
BoJ,19746,-0.1,,,
BoJ,19747,-0.1,,,
BoJ,19748,-0.1,,,
BoJ,19749,-0.1,,,
BoJ,19750,-0.1,,,
BoJ,19751,-0.1,,,
BoJ,19752,-0.1,,,
BoJ,19753,-0.1,,,
BoJ,19754,-0.1,,,
BoJ,19755,-0.1,,,
BoJ,19756,-0.1,,,
BoJ,19757,-0.1,,,
BoJ,19758,-0.1,,,
BoJ,19759,-0.1,,,
BoJ,19760,-0.1,,,
BoJ,19761,-0.1,,,
BoJ,19762,-0.1,,,
BoJ,19763,-0.1,,,
BoJ,19764,-0.1,,,
BoJ,19765,-0.1,,,
BoJ,19766,-0.1,,,
BoJ,19767,-0.1,,,
BoJ,19768,-0.1,,,
BoJ,19769,-0.1,,,
BoJ,19770,-0.1,,,
BoJ,19771,-0.1,,,
BoJ,19772,-0.1,,,
BoJ,19773,-0.1,,,
BoJ,19774,-0.1,,,
BoJ,19775,-0.1,,,
BoJ,19776,-0.1,,,
BoJ,19777,-0.1,,,
BoJ,19778,-0.1,,,
BoJ,19779,-0.1,,,
BoJ,19780,-0.1,,,
BoJ,19781,-0.1,,,
BoJ,19782,-0.1,,,
BoJ,19783,-0.1,,,
BoJ,19784,-0.1,,,
BoJ,19785,-0.1,,,
BoJ,19786,-0.1,,,
BoJ,19787,-0.1,,,
BoJ,19788,-0.1,,,
BoJ,19789,-0.1,,,
BoJ,19790,-0.1,,,
BoJ,19791,-0.1,,,
BoJ,19792,-0.1,,,
BoJ,19793,-0.1,,,
BoJ,19794,-0.1,,,
BoJ,19795,-0.1,,,
BoJ,19796,-0.1,,,
BoJ,19797,-0.1,,,
BoJ,19798,-0.1,,,
BoJ,19799,-0.1,,,
BoJ,19800,-0.1,,,
BoJ,19801,-0.1,,,
BoJ,19802,-0.1,,,
BoJ,19803,0.05,,,
BoJ,19804,0.05,,,
BoJ,19805,0.05,,,
BoJ,19806,0.05,,,
BoJ,19807,0.05,,,
BoJ,19808,0.05,,,
BoJ,19809,0.05,,,
BoJ,19810,0.05,,,
BoJ,19811,0.05,,,
BoJ,19812,0.05,,,
BoJ,19813,0.05,,,
BoJ,19814,0.05,,,
BoJ,19815,0.05,,,
BoJ,19816,0.05,,,
BoJ,19817,0.05,,,
BoJ,19818,0.05,,,
BoJ,19819,0.05,,,
BoJ,19820,0.05,,,
BoJ,19821,0.05,,,
BoJ,19822,0.05,,,
BoJ,19823,0.05,,,
BoJ,19824,0.05,,,
BoJ,19825,0.05,,,
BoJ,19826,0.05,,,
BoJ,19827,0.05,,,
BoJ,19828,0.05,,,
BoJ,19829,0.05,,,
BoJ,19830,0.05,,,
BoJ,19831,0.05,,,
BoJ,19832,0.05,,,
BoJ,19833,0.05,,,
BoJ,19834,0.05,,,
BoJ,19835,0.05,,,
BoJ,19836,0.05,,,
BoJ,19837,0.05,,,
BoJ,19838,0.05,,,
BoJ,19839,0.05,,,
BoJ,19840,0.05,,,
BoJ,19841,0.05,,,
BoJ,19842,0.05,,,
BoJ,19843,0.05,,,
BoJ,19844,0.05,,,
BoJ,19845,0.05,,,
BoJ,19846,0.05,,,
BoJ,19847,0.05,,,
BoJ,19848,0.05,,,
BoJ,19849,0.05,,,
BoJ,19850,0.05,,,
BoJ,19851,0.05,,,
BoJ,19852,0.05,,,
BoJ,19853,0.05,,,
BoJ,19854,0.05,,,
BoJ,19855,0.05,,,
BoJ,19856,0.05,,,
BoJ,19857,0.05,,,
BoJ,19858,0.05,,,
BoJ,19859,0.05,,,
BoJ,19860,0.05,,,
BoJ,19861,0.05,,,
BoJ,19862,0.05,,,
