date,id,id_weight,label,code,year,index,index_adjusted,One month,Three months,Six months,One year
2022-11-01,d7fn,icvx,Package holidays,09.6,2022,130.405,130.200213551308,4.710256581114347,7.932531818242072,15.493265529559984,10.38829116334979
2022-10-01,d7fn,icvx,Package holidays,09.6,2022,130.077,129.70177749503,8.19602632916714,19.14579767762863,16.009054484166807,10.182455783695874
2022-09-01,d7fn,icvx,Package holidays,09.6,2022,129.254,128.853133788525,10.983025299743264,22.042944277313126,15.918851851716997,10.069914586686414
2022-08-01,d7fn,icvx,Package holidays,09.6,2022,128.015,127.739027478685,40.85371877457895,23.58363283040321,14.873691252100674,10.430109382008885
2022-07-01,d7fn,icvx,Package holidays,09.6,2022,124.11,124.144146093015,16.282176639373258,12.95489211229921,8.734279429839686,5.701997189456196
2022-06-01,d7fn,icvx,Package holidays,09.6,2022,122.345,122.593322741615,15.239509809006503,10.102065254076109,6.683865949439083,3.8564710276565695
2022-05-01,d7fn,icvx,Package holidays,09.6,2022,120.876,121.152774985176,7.547564641463489,6.777609944450225,5.500634922321979,3.077592161477661
2022-04-01,d7fn,icvx,Package holidays,09.6,2022,120.177,120.420377501878,7.69224075335464,4.671371925812062,4.632371417968506,3.0536118542910122
2022-03-01,d7fn,icvx,Package holidays,09.6,2022,119.376,119.67899949542,5.112797077984821,3.3717871472580985,4.496167536457918,2.877530442875978
2022-02-01,d7fn,icvx,Package holidays,09.6,2022,119.036,119.182726701182,1.3080003358599157,4.238931502620336,6.14354938921855,2.901996040767987
2022-01-01,d7fn,icvx,Package holidays,09.6,2022,119.036,119.053729625715,3.7305636834323863,4.593385441697206,2.7668539612796916,2.9660833686541492
2021-12-01,d7fn,icvx,Package holidays,09.6,2021,118.788,118.690905664102,7.780296001260956,5.63277787054417,1.1129771133354227,2.582082592100032
2021-11-01,d7fn,icvx,Package holidays,09.6,2021,118.133,117.952141277572,2.3449813174321488,8.082967798439622,0.7200898669155631,2.1567118359722928
2021-10-01,d7fn,icvx,Package holidays,09.6,2021,118.056,117.724525899416,6.85385113866348,0.9722195003043277,1.5077011111037208,1.8953909891248042
2021-09-01,d7fn,icvx,Package holidays,09.6,2021,117.429,117.075971031637,15.455613530918955,-3.2134310313084113,1.30295804780729,0.881420581943761
2021-08-01,d7fn,icvx,Package holidays,09.6,2021,115.924,115.682193284731,-16.554969942388887,-6.141210688091392,-0.22879624236753493,-0.7338522533631321
2021-07-01,d7fn,icvx,Package holidays,09.6,2021,117.415,117.440116785538,-5.891304162091204,2.046022518402779,3.170432782996868,0.00596211501772026
2021-06-01,d7fn,icvx,Package holidays,09.6,2021,117.802,118.035867134689,5.291815324246674,6.030097136261192,4.069189029305087,2.7053418076879563
2021-05-01,d7fn,icvx,Package holidays,09.6,2021,117.267,117.529740454129,7.241746187607423,6.056056893800554,3.6071546135885146,2.3299039241864987
2021-04-01,d7fn,icvx,Package holidays,09.6,2021,116.616,116.846969725478,5.56719631392637,4.307232540213191,2.2665030214090054,1.7866962267279956
2021-03-01,d7fn,icvx,Package holidays,09.6,2021,116.037,116.32061911432,5.369171263978356,2.1445457255302003,0.4437239156288131,0.8631480129341897
2021-02-01,d7fn,icvx,Package holidays,09.6,2021,115.679,115.814759062954,2.023617139720546,1.2147990554937094,-1.2400773303942403,0.44806057501107593
2021-01-01,d7fn,icvx,Package holidays,09.6,2021,115.607,115.621566274789,-0.8640294624287725,0.2656995639862325,-3.0580441467051633,0.7012072960401322
