date,Period,All items,FT core,"All items, less fresh food and energy"
2025-06-01,One year,3.234750462107209,2.4780625917901435,3.470919324577864
2025-05-01,One year,3.422756706753009,2.475116147385422,3.1894934333958775
2025-04-01,One year,3.528319405756729,2.3707445886294414,3.0046948356807537
2025-03-01,One year,3.638059701492529,2.2597634505529944,2.824858757062147
2025-02-01,One year,3.6482694106641644,2.1690678751942674,2.6440037771482503
2025-01-01,One year,4.022450888681008,2.0621437770327984,2.551984877126657
2024-12-01,One year,3.6516853932584326,1.858963274497896,2.360717658168083
2024-11-01,One year,2.8999064546304902,1.8640222095076582,2.360717658168083
2024-10-01,One year,2.2408963585434227,1.7121153461399246,2.1739130434782585
2024-09-01,One year,2.5423728813559348,1.6247808455993975,1.99240986717267
2024-08-01,One year,3.0217186024551355,1.7208084669724255,2.0912547528517136
2024-07-01,One year,2.7436140018921393,1.73291346523132,1.9065776930409912
2024-06-01,One year,2.8517110266159698,1.9795222402784893,2.107279693486579
2024-05-01,One year,2.8544243577545196,1.9660892520929067,2.205177372962605
2024-04-01,One year,2.4738344433872586,2.051035781916281,2.403846153846154
2024-03-01,One year,2.6819923371647483,2.3658060946912713,2.9069767441860463
2024-02-01,One year,2.7884615384615437,2.5033718310862283,3.216374269005859
2024-01-01,One year,2.1012416427889233,2.7831798776054306,3.5225048923679
2023-12-01,One year,2.5936599423631153,2.89953052744713,3.7218413320274353
2023-11-01,One year,2.8873917228103942,2.949188306196711,3.823529411764712
2023-10-01,One year,3.2786885245901556,3.225089371378396,4.031465093411991
2023-09-01,One year,3.0067895247332768,3.3994972897849056,4.253214638971327
2023-08-01,One year,3.1158714703018524,3.338117362549146,4.261645193260652
2023-07-01,One year,3.323558162267845,3.29107559745678,4.274353876739574
2023-06-01,One year,3.3398821218074715,3.281354895876914,4.295704295704307
2023-05-01,One year,3.2416502946954786,3.272415870554137,4.1958041958041985
2023-04-01,One year,3.546798029556645,3.0695779946250723,4.104104104104098
2023-03-01,One year,3.2640949554896257,2.8532230030310712,3.718592964824124
2023-02-01,One year,3.2770605759682194,2.529965023632864,3.427419354838701
2023-01-01,One year,4.38683948155534,2.4912173473101795,3.232323232323235
2022-12-01,One year,3.996003996003996,2.47392531633366,3.027245206861756
2022-11-01,One year,3.796203796203808,2.265787979980561,2.8225806451612874
2022-10-01,One year,3.8038038038038007,2.1297625884946525,2.5201612903225805
2022-09-01,One year,2.997002997002997,1.609715205328197,1.812688821752263
2022-08-01,One year,3.009027081243731,1.4779374198396211,1.6112789526686895
