date,Week,Macro Mood (week),Macro Mood
2017-11-18,2017-11-18,-0.03312084124851578,-0.02125719330266459
2017-11-11,2017-11-11,-0.028586510930099798,-0.0184703082759813
2017-11-04,2017-11-04,-0.00979254813488335,-0.01691726943870437
2017-10-28,2017-10-28,-0.01352887289715944,-0.02059767969411146
2017-10-21,2017-10-21,-0.02197330114178262,-0.02298902380275269
2017-10-14,2017-10-14,-0.02237435558099205,-0.02290623782839704
2017-10-07,2017-10-07,-0.02451418915651173,-0.02310840058345307
2017-09-30,2017-09-30,-0.02309424933172436,-0.02421079150560975
2017-09-23,2017-09-23,-0.02164215724436002,-0.02320349274854035
2017-09-16,2017-09-16,-0.02318300660121618,-0.02367551180700899
2017-09-09,2017-09-09,-0.02892375284513846,-0.0225994714612254
2017-09-02,2017-09-02,-0.01906505430344675,-0.0209080351022101
2017-08-26,2017-08-26,-0.02353023347823459,-0.01903655316804942
2017-08-19,2017-08-19,-0.0188788452180818,-0.01479294935467966
2017-08-12,2017-08-12,-0.02215800740907726,-0.01503032985856231
2017-08-05,2017-08-05,-0.01157912656680404,-0.01415014976571083
2017-07-29,2017-07-29,-0.00655581822475555,-0.01750800709374649
2017-07-22,2017-07-22,-0.01982836723361239,-0.02399857447858894
2017-07-15,2017-07-15,-0.01863728703767134,-0.02557530309630406
2017-07-08,2017-07-08,-0.02501055587894668,-0.02949256454152622
2017-07-01,2017-07-01,-0.03251808776412537,-0.03670358429207457
2017-06-24,2017-06-24,-0.02613528170447284,-0.03788106585193697
2017-06-17,2017-06-17,-0.03430633281856001,-0.04072590495723716
2017-06-10,2017-06-10,-0.05385463488114007,-0.04044924770911336
2017-06-03,2017-06-03,-0.03722801400357493,-0.03706679585116256
2017-05-27,2017-05-27,-0.03751463812567362,-0.03591495742391133
2017-05-20,2017-05-20,-0.0331997038260648,-0.03240803262562315
2017-05-13,2017-05-13,-0.0403248274493369,-0.03413716126584012
2017-05-06,2017-05-06,-0.03262066029456998,-0.03545127595332631
2017-04-29,2017-04-29,-0.02348693893252091,-0.03687802890123363
2017-04-22,2017-04-22,-0.04011621838693268,-0.0407928179614782
2017-04-15,2017-04-15,-0.04558128619928168,-0.04093801235297623
2017-04-08,2017-04-08,-0.03832767208619926,-0.03910593895083286
2017-04-01,2017-04-01,-0.03914609517349916,-0.04022423368704851
2017-03-25,2017-03-25,-0.04069699595292482,-0.03552569640732882
2017-03-18,2017-03-18,-0.03825299259070819,-0.03484528401892428
2017-03-11,2017-03-11,-0.04280085103106189,-0.03571782308523845
2017-03-04,2017-03-04,-0.02035194605462037,-0.03457284344957165
2017-02-25,2017-02-25,-0.03797534639930667,-0.03854395253410518
2017-02-18,2017-02-18,-0.04174314885596486,-0.03768043626101652
2017-02-11,2017-02-11,-0.03822093248839469,-0.03567872392180121
2017-02-04,2017-02-04,-0.03623638239275449,-0.03531483640171517
2017-01-28,2017-01-28,-0.03452128130695205,-0.0333350328706484
2017-01-21,2017-01-21,-0.03373629949910361,-0.03712663327984265
2017-01-14,2017-01-14,-0.03676538240805052,-0.03876674815374277
2017-01-07,2017-01-07,-0.02831716826848741,-0.03717491919621679
2016-12-31,2016-12-31,-0.04968768294372907,-0.04005492976680892
2016-12-24,2016-12-24,-0.04029675899470408,-0.04005789869808559
2016-12-17,2016-12-17,-0.03039806657794659,-0.03934037072424935
2016-12-10,2016-12-10,-0.03983721055085592,-0.04297732617792558
2016-12-03,2016-12-03,-0.04969955866883576,-0.04233562810471088
2016-11-26,2016-11-26,-0.03742664709935914,-0.03882696781986107
2016-11-19,2016-11-19,-0.04494588839265148,-0.03939200866298167
2016-11-12,2016-11-12,-0.03727041825799714,-0.03862242923976584
2016-11-05,2016-11-05,-0.03566491752943653,-0.04148982565797826
2016-10-29,2016-10-29,-0.03968681047184156,-0.04605692118315988
2016-10-22,2016-10-22,-0.04186757069978816,-0.04941736208378685
2016-10-15,2016-10-15,-0.04874000393084679,-0.050085418234785
2016-10-08,2016-10-08,-0.05393329963016299,-0.0492309118368633
2016-10-01,2016-10-01,-0.05312857407434946,-0.04691591280760392
2016-09-24,2016-09-24,-0.04453979530378074,-0.04629580589029988
2016-09-17,2016-09-17,-0.04532197833916001,-0.04654643540116456
2016-09-10,2016-09-10,-0.04467330351312548,-0.04428833399185483
2016-09-03,2016-09-03,-0.05064814640513329,-0.04351537685320415
2016-08-27,2016-08-27,-0.04554231334723942,-0.04392145195625888
2016-08-20,2016-08-20,-0.03628957270192111,-0.04565953095797252
2016-08-13,2016-08-13,-0.04158147495852273,-0.04834794698269058
2016-08-06,2016-08-06,-0.05227244681735225,-0.04610779125458608
2016-07-30,2016-07-30,-0.05249462935409397,-0.05219443532180273
2016-07-23,2016-07-23,-0.04704323680079338,-0.05644695786775214
2016-07-16,2016-07-16,-0.03262085204610472,-0.05908801584772694
2016-07-09,2016-07-09,-0.07661902308621885,-0.06474972481749991
2016-07-02,2016-07-02,-0.06950471953789161,-0.05794118560545269
2016-06-25,2016-06-25,-0.05760746872069259,-0.05522022366237998
2016-06-18,2016-06-18,-0.05526768792519662,-0.05310380325465227
2016-06-11,2016-06-11,-0.04938486623802993,-0.04988973677878236
2016-06-04,2016-06-04,-0.0586208717656008,-0.05276984419508631
2016-05-28,2016-05-28,-0.04914178708978173,-0.05452586247760208
2016-05-21,2016-05-21,-0.04241142202171699,-0.05490572296456534
2016-05-14,2016-05-14,-0.06090529590324572,-0.056646002539149747
2016-05-07,2016-05-07,-0.06564494489566386,-0.05615015183033228
2016-04-30,2016-04-30,-0.05066122903763478,-0.05768326250032987
2016-04-23,2016-04-23,-0.04937254032005465,-0.05584725198922409
2016-04-16,2016-04-16,-0.05892189306797581,-0.0571674260442999
2016-04-09,2016-04-09,-0.07177738757565423,-0.05593801017612052
2016-04-02,2016-04-02,-0.04331718699321168,-0.05151297255997233
2016-03-26,2016-03-26,-0.05465323654035788,-0.05295094627706745
2016-03-19,2016-03-19,-0.05400422959525831,-0.05372809901169002
2016-03-12,2016-03-12,-0.05407723711106145,-0.05556944326932811
2016-03-05,2016-03-05,-0.04906908186159216,-0.06011341093121186
2016-02-27,2016-02-27,-0.05776184747884815,-0.0639248348704483
2016-02-20,2016-02-20,-0.0613696066258107,-0.06687549512035224
2016-02-13,2016-02-13,-0.07225310775859645,-0.06961429364015892
2016-02-06,2016-02-06,-0.06431477761853786,-0.06771201449972666
2016-01-30,2016-01-30,-0.06956448847846393,-0.06976000521034084
2016-01-23,2016-01-23,-0.07232480070503744,-0.06726984793423302
2016-01-16,2016-01-16,-0.06464399119686741,-0.06143816658671916
2016-01-09,2016-01-09,-0.07250674046099462,-0.05615686215294577
2016-01-02,2016-01-02,-0.0596038593740326,-0.05407484261578446
2015-12-26,2015-12-26,-0.048998075314982,-0.05120059300833556
2015-12-19,2015-12-19,-0.04351877346177387,-0.05280299877495714
2015-12-12,2015-12-12,-0.06417866231234935,-0.05371941264084108
2015-12-05,2015-12-05,-0.048106860944237,-0.0529985532694994
2015-11-28,2015-11-28,-0.05540769838146836,-0.05184794278737073
2015-11-21,2015-11-21,-0.0471844289253096,-0.0503264528984818
2015-11-14,2015-11-14,-0.06129522482698265,-0.05158943742286422
2015-11-07,2015-11-07,-0.04350441901572231,-0.04962802386398761
2015-10-31,2015-10-31,-0.0493217388259126,-0.05142832551620432
2015-10-24,2015-10-24,-0.0522363670228393,-0.05236916339846319
2015-10-17,2015-10-17,-0.05344957059147622,-0.0551288199463818
2015-10-10,2015-10-10,-0.05070562562458915,-0.0553108998525953
2015-10-03,2015-10-03,-0.05308509035494806,-0.05773882445514026
2015-09-26,2015-09-26,-0.06327499321451376,-0.06106400170555585
2015-09-19,2015-09-19,-0.05417789021633026,-0.05953307921486476
2015-09-12,2015-09-12,-0.06041732403476896,-0.06418996499554588
2015-09-05,2015-09-05,-0.06638579935661047,-0.06473010485895211
2015-08-29,2015-08-29,-0.05715130325174935,-0.06023539499066444
2015-08-22,2015-08-22,-0.07280543333905475,-0.05491633730360462
2015-08-15,2015-08-15,-0.0625778834883939,-0.04758991629132193
2015-08-08,2015-08-08,-0.04840695988345978,-0.04434119375806891
2015-08-01,2015-08-01,-0.03587507250351007,-0.0502706178944048
2015-07-25,2015-07-25,-0.04349974928992398,-0.05544200072894417
2015-07-18,2015-07-18,-0.04958299335538181,-0.05391411207989802
2015-07-11,2015-07-11,-0.07212465642880332,-0.05401106618710772
2015-07-04,2015-07-04,-0.05656060384166757,-0.04872088359648041
2015-06-27,2015-06-27,-0.0373881946937394,-0.04494715574547233
2015-06-20,2015-06-20,-0.04997080978422062,-0.04750577135000999
2015-06-13,2015-06-13,-0.05096392606629407,-0.04283985950672786
2015-06-06,2015-06-06,-0.04146569243763524,-0.0412086803832828
2015-05-30,2015-05-30,-0.04762265711189006,-0.04059901816685842
2015-05-23,2015-05-23,-0.03130716241109209,-0.03942424627731294
2015-05-16,2015-05-16,-0.04443920957251383,-0.0420000377868104
2015-05-09,2015-05-09,-0.03902704357193767,-0.04247847164556345
2015-05-02,2015-05-02,-0.0429235695537082,-0.04243246042529637
2015-04-25,2015-04-25,-0.04161032844908192,-0.04273269843526187
2015-04-18,2015-04-18,-0.04635294500752602,-0.04598132170196643
2015-04-11,2015-04-11,-0.03884299869086936,-0.04487852576915477
2015-04-04,2015-04-04,-0.04412452159357015,-0.04933145456257031
2015-03-28,2015-03-28,-0.05460482151590019,-0.04938723355820319
2015-03-21,2015-03-21,-0.04194176127627935,-0.04722939768326343
2015-03-14,2015-03-14,-0.05665471386453152,-0.04909813521945562
2015-03-07,2015-03-07,-0.04434763757610172,-0.04790348288751937
2015-02-28,2015-02-28,-0.04597347801614113,-0.04846696563957928
2015-02-21,2015-02-21,-0.04941671142104812,-0.05250185196498329
2015-02-14,2015-02-14,-0.05187610453678652,-0.05326491760581865
2015-02-07,2015-02-07,-0.04660156858434135,-0.05810367323176077
2015-01-31,2015-01-31,-0.06211302331775716,-0.0613204166244574
2015-01-24,2015-01-24,-0.05246897398438954,-0.06078439035246802
2015-01-17,2015-01-17,-0.07123112704055505,-0.05774864662887772
2015-01-10,2015-01-10,-0.05946854215512785,-0.05541479512490104
2015-01-03,2015-01-03,-0.05996891822979965,-0.05966946981700975
2014-12-27,2014-12-27,-0.04032599909002835,-0.05777761110547582
2014-12-20,2014-12-20,-0.0618957210246483,-0.06244858242319891
2014-12-13,2014-12-13,-0.07648724092356272,-0.05975593581851548
2014-12-06,2014-12-06,-0.05240148338366393,-0.0543114269128571
2014-11-29,2014-11-29,-0.05900988436092067,-0.05187890837720168
2014-11-22,2014-11-22,-0.0511251346059146,-0.05026046369698446
2014-11-15,2014-11-15,-0.05470920530092921,-0.05066546965866857
2014-11-08,2014-11-08,-0.04267140924104223,-0.05446183701526654
2014-11-01,2014-11-01,-0.05253610564005178,-0.05924566805438193
2014-10-25,2014-10-25,-0.05274515845265107,-0.06175942928371332
2014-10-18,2014-10-18,-0.06989467472732107,-0.06179745224616603
2014-10-11,2014-10-11,-0.06180673339750379,-0.05628258105242623
2014-10-04,2014-10-04,-0.06259115055737736,-0.05220865555017416
2014-09-27,2014-09-27,-0.0528972503024619,-0.04494664992690608
2014-09-20,2014-09-20,-0.04783518995236185,-0.04401604783387155
2014-09-13,2014-09-13,-0.04551103138849552,-0.04131605380852563
2014-09-06,2014-09-06,-0.03354312806430503,-0.04182338950323865
2014-08-30,2014-08-30,-0.04917484193032379,-0.04693366829903476
2014-08-23,2014-08-23,-0.03703521385097819,-0.04753274931685228
2014-08-16,2014-08-16,-0.04754037416734758,-0.04752969547931961
2014-08-09,2014-08-09,-0.05398424324748948,-0.04310214172371686
2014-08-02,2014-08-02,-0.05157116600159385,-0.03995056973691156
2014-07-26,2014-07-26,-0.03702299850084754,-0.03407393251092704
2014-07-19,2014-07-19,-0.02983015914493659,-0.03483383901860677
2014-07-12,2014-07-12,-0.04137795530026825,-0.034766010531358
2014-07-05,2014-07-05,-0.0280646170976558,-0.03151978879849942
2014-06-28,2014-06-28,-0.04006262453156643,-0.03364834602498493
2014-06-21,2014-06-21,-0.02955884519594151,-0.03490730990741293
2014-06-14,2014-06-14,-0.02839306836883395,-0.03663162861768168
2014-06-07,2014-06-07,-0.03657884600359783,-0.03855084770477109
2014-05-31,2014-05-31,-0.04509848006127842,-0.04218175819988741
2014-05-24,2014-05-24,-0.03645612003701654,-0.03849239475688328
2014-05-17,2014-05-17,-0.03606994471719156,-0.03653412754079069
2014-05-10,2014-05-10,-0.05110248798406312,-0.03543151995306748
2014-05-03,2014-05-03,-0.03034102628926188,-0.03472198724577129
2014-04-26,2014-04-26,-0.02862305117264621,-0.03722967982522524
2014-04-19,2014-04-19,-0.0316595143662987,-0.04043000028745736
2014-04-12,2014-04-12,-0.04826435715487835,-0.04436183572168538
2014-04-05,2014-04-05,-0.04037179660707768,-0.04525921072580992
2014-03-29,2014-03-29,-0.04142433302157468,-0.04520090773431821
2014-03-22,2014-03-22,-0.04738685610321079,-0.04597358623966784
2014-03-15,2014-03-15,-0.05185385717137653,-0.0462839837458054
2014-03-08,2014-03-08,-0.04013858464111083,-0.04400826773062224
2014-03-01,2014-03-01,-0.04451504704297322,-0.04603763930739601
2014-02-22,2014-02-22,-0.04862844612776101,-0.04771444031762347
2014-02-15,2014-02-15,-0.0427509931106439,-0.0494061394104827
2014-02-08,2014-02-08,-0.04825607094820591,-0.04855333987175014
2014-02-01,2014-02-01,-0.05122225108388306,-0.04626013724165333
2014-01-25,2014-01-25,-0.05539524249919793,-0.04105933183839772
2014-01-18,2014-01-18,-0.03933979495571367,-0.03275281302215395
2014-01-11,2014-01-11,-0.03908326042781865,-0.03321649755556588
2014-01-04,2014-01-04,-0.03041902947086061,-0.03340126627196803
2013-12-28,2013-12-28,-0.02216916723422287,-0.03524242622075668
2013-12-21,2013-12-21,-0.0411945330893614,-0.04169795623782264
2013-12-14,2013-12-14,-0.03982233529342725,-0.04192859724132437
2013-12-07,2013-12-07,-0.03778366926601521,-0.04411183032486836
2013-11-30,2013-11-30,-0.04799128730248672,-0.04285725113027202
2013-11-23,2013-11-23,-0.04211709710336829,-0.04194228823842204
2013-11-16,2013-11-16,-0.04855526762760322,-0.04045898882363108
2013-11-09,2013-11-09,-0.03276535248762986,-0.03819056179704874
2013-11-02,2013-11-02,-0.04433143573508679,-0.04174806919073763
2013-10-26,2013-10-26,-0.03618389944420443,-0.04365583456992836
2013-10-19,2013-10-19,-0.03948155952127388,-0.04523926343375437
2013-10-12,2013-10-12,-0.04699538206238541,-0.04499935664664627
2013-10-05,2013-10-05,-0.05196249725184969,-0.04353874882853679
2013-09-28,2013-09-28,-0.04251761489950853,-0.03695218223546732
2013-09-21,2013-09-21,-0.03852193237284147,-0.04013727921820425
2013-09-14,2013-09-14,-0.04115295078994747,-0.04282326251806419
2013-09-07,2013-09-07,-0.02561623087957182,-0.04183486913690951
2013-08-31,2013-08-31,-0.05525800283045624,-0.04356793575480078
2013-08-24,2013-08-24,-0.04926586557228123,-0.03755014655465853
2013-08-17,2013-08-17,-0.03719937726532876,-0.0324931454675425
2013-08-10,2013-08-10,-0.0325484973511369,-0.03201478030745632
2013-08-03,2013-08-03,-0.03118684602988723,-0.03288478923832157
2013-07-27,2013-07-27,-0.02903786122381709,-0.0368034289742631
2013-07-20,2013-07-20,-0.03528591662498408,-0.04390870880617659
2013-07-13,2013-07-13,-0.03602853307459785,-0.04985233829070922
2013-07-06,2013-07-06,-0.04686140497365337,-0.0541922197637369
2013-06-29,2013-06-29,-0.05745898055147108,-0.05671509572236716
2013-06-22,2013-06-22,-0.05906043456311455,-0.05471201933034238
2013-06-15,2013-06-15,-0.0533880589667086,-0.05297704240652604
2013-06-08,2013-06-08,-0.05695290880817443,-0.0507008951704683
2013-06-01,2013-06-01,-0.04944667498337196,-0.04718860511372291
2013-05-25,2013-05-25,-0.05212052686784916,-0.04741495957395443
2013-05-18,2013-05-18,-0.04428347002247766,-0.04625279054216646
2013-05-11,2013-05-11,-0.04290374858119286,-0.05151318488072569
2013-05-04,2013-05-04,-0.05035209282429803,-0.0549655709005686
2013-04-27,2013-04-27,-0.04747185074069728,-0.05741301192301108
2013-04-20,2013-04-20,-0.06532504737671457,-0.05944151016108024
2013-04-13,2013-04-13,-0.05671329266056455,-0.06087163317839215
2013-04-06,2013-04-06,-0.0601418569140679,-0.05960548607169574
2013-03-30,2013-03-30,-0.05558584369297394,-0.05737824093773062
2013-03-23,2013-03-23,-0.0710455394459622,-0.06070460062766279
2013-03-16,2013-03-16,-0.0516487042337789,-0.0586139626477153
2013-03-09,2013-03-09,-0.05123287637820743,-0.0608227329185624
2013-03-02,2013-03-02,-0.06889128245270264,-0.06277362838312775
2013-02-23,2013-02-23,-0.06268298752617225,-0.05691465831856107
2013-02-16,2013-02-16,-0.06048378531716728,-0.05332922766593344
2013-02-09,2013-02-09,-0.05903645823646885,-0.05021961837538528
2013-02-02,2013-02-02,-0.04545540219443592,-0.04678192285295372
2013-01-26,2013-01-26,-0.04834126491566172,-0.04545285340562967
2013-01-19,2013-01-19,-0.04804534815497462,-0.04309166409906966
2013-01-12,2013-01-12,-0.04528567614674266,-0.04272076576067758
2013-01-05,2013-01-05,-0.04013912440513968,-0.04350943099165645
2012-12-29,2012-12-29,-0.03889650768942164,-0.05071110000919435
2012-12-22,2012-12-22,-0.04656175480140635,-0.05552648345522213
2012-12-15,2012-12-15,-0.04844033707065813,-0.05651372422227017
2012-12-08,2012-12-08,-0.06894580047529128,-0.05930161048387069
2012-12-01,2012-12-01,-0.05815804147353275,-0.05601523897380729
2012-11-24,2012-11-24,-0.05051071786959852,-0.05886246517650267
2012-11-17,2012-11-17,-0.0595918821170602,-0.06065765442995299
2012-11-10,2012-11-10,-0.05580031443503766,-0.05860777987356443
2012-11-03,2012-11-03,-0.06954694628431429,-0.06093079748683948
2012-10-27,2012-10-27,-0.05769147488339982,-0.05909792360793146
2012-10-20,2012-10-20,-0.05139238389150595,-0.05977704623977382
2012-10-13,2012-10-13,-0.06509238488813783,-0.06271788746019105
2012-10-06,2012-10-06,-0.06221545076868222,-0.06103945880352327
2012-09-29,2012-09-29,-0.06040796541076929,-0.05964581529139304
2012-09-22,2012-09-22,-0.06315574877317488,-0.05923282511536344
2012-09-15,2012-09-15,-0.05837867026146667,-0.05854829667157506
2012-09-08,2012-09-08,-0.05664087672016135,-0.05640718938754782
2012-09-01,2012-09-01,-0.05875600470665088,-0.05647620592316826
2012-08-25,2012-08-25,-0.06041763499802134,-0.05903735999254406
2012-08-18,2012-08-18,-0.04981424112535774,-0.06153193877954623
2012-08-11,2012-08-11,-0.0569169428626431,-0.0658020125304734
2012-08-04,2012-08-04,-0.06900062098415406,-0.06985054322032837
2012-07-28,2012-07-28,-0.07039595014602999,-0.06811595866258484
2012-07-21,2012-07-21,-0.06689453612906643,-0.06653188725487316
2012-07-14,2012-07-14,-0.07311106562206297,-0.06650700577813765
2012-07-07,2012-07-07,-0.06206228275317994,-0.06514836978362297
2012-06-30,2012-06-30,-0.06405966451518327,-0.06591066413698557
2012-06-23,2012-06-23,-0.06679501022212442,-0.06776860282152117
2012-06-16,2012-06-16,-0.06767652164400427,-0.06718006980014905
2012-06-09,2012-06-09,-0.0651114601666303,-0.0684326460899289
2012-06-02,2012-06-02,-0.07149141925332568,-0.06931466273819367
2012-05-26,2012-05-26,-0.06444087813663595,-0.0663749211953619
2012-05-19,2012-05-19,-0.07268682680312367,-0.06272437093376768
2012-05-12,2012-05-12,-0.06863952675968935,-0.05805279975504792
2012-05-05,2012-05-05,-0.05973245308199863,-0.05386680935700354
2012-04-28,2012-04-28,-0.04983867709025903,-0.05204207645280635
2012-04-21,2012-04-21,-0.0540005420882447,-0.05544869399486991
2012-04-14,2012-04-14,-0.05189556516751182,-0.05677083671061002
2012-04-07,2012-04-07,-0.05243352146520985,-0.05674349331814883
2012-03-31,2012-03-31,-0.06346514725851331,-0.05612235285396243
2012-03-24,2012-03-24,-0.0592891129512051,-0.05132244361913447
2012-03-17,2012-03-17,-0.05178619159766708,-0.04945601879444392
2012-03-10,2012-03-10,-0.04994895960846426,-0.04967141963965615
2012-03-03,2012-03-03,-0.04426551031920146,-0.04951141317730323
2012-02-25,2012-02-25,-0.0518234136524429,-0.0506666866412396
2012-02-18,2012-02-18,-0.052647794978516,-0.05150531966284904
2012-02-11,2012-02-11,-0.04930893375905253,-0.05258123208583382
2012-02-04,2012-02-04,-0.04888660417494697,-0.05636494720283291
2012-01-28,2012-01-28,-0.05517794573888065,-0.05948904571167179
2012-01-21,2012-01-21,-0.05695144467045515,-0.06247231706676216
2012-01-14,2012-01-14,-0.06444379422704889,-0.0640424052344071
2012-01-07,2012-01-07,-0.06138299821030247,-0.06723832095227628
2011-12-31,2011-12-31,-0.06711103115924215,-0.07143821114448064
2011-12-24,2011-12-24,-0.06323179734103487,-0.07053048958702751
2011-12-17,2011-12-17,-0.07722745709852558,-0.07800051597467925
2011-12-10,2011-12-10,-0.07818255897911996,-0.07762252132074939
2011-12-03,2011-12-03,-0.06348014492942963,-0.07772580073593316
2011-11-26,2011-11-26,-0.09311190289164184,-0.08081877511489136
2011-11-19,2011-11-19,-0.07571547848280612,-0.07217822630812315
2011-11-12,2011-11-12,-0.07859567663985505,-0.0704904743993158
2011-11-05,2011-11-05,-0.07585204244526247,-0.0663642456074123
2011-10-29,2011-10-29,-0.05854970766456898,-0.06516160747319609
2011-10-22,2011-10-22,-0.06896447084757668,-0.06832445448706229
2011-10-15,2011-10-15,-0.06209076147224105,-0.07221143039941055
2011-10-08,2011-10-08,-0.07104148990839765,-0.07288741091456996
2011-10-01,2011-10-01,-0.07120109572003379,-0.07440187345987029
2011-09-24,2011-09-24,-0.08451237449696974,-0.0744351555145561
2011-09-17,2011-09-17,-0.06479468353287865,-0.06721923393717516
2011-09-10,2011-09-10,-0.07709934008959898,-0.06974025229188448
2011-09-03,2011-09-03,-0.07133422393877697,-0.0703506444215341
2011-08-27,2011-08-27,-0.05564868818744602,-0.07180172256335951
2011-08-20,2011-08-20,-0.0748787569517159,-0.07448235759439557
2011-08-13,2011-08-13,-0.07954090860819754,-0.06647575498541172
2011-08-06,2011-08-06,-0.0771385365060786,-0.06390539780045014
2011-07-30,2011-07-30,-0.06637122831159027,-0.05656254156545887
2011-07-23,2011-07-23,-0.04285234651578048,-0.05080735495968259
2011-07-16,2011-07-16,-0.06925947986835121,-0.05512629699114511
2011-07-09,2011-07-09,-0.04776711156611352,-0.0531850098160482
2011-07-02,2011-07-02,-0.04335048188848518,-0.05547707662974852
2011-06-25,2011-06-25,-0.06012811464163057,-0.06109207727390251
2011-06-18,2011-06-18,-0.06149433116796354,-0.05837256686513832
2011-06-11,2011-06-11,-0.05693537882091475,-0.05605020974304935
2011-06-04,2011-06-04,-0.06581048446510118,-0.0529338097033465
2011-05-28,2011-05-28,-0.04925007300657379,-0.04980465905625312
2011-05-21,2011-05-21,-0.05220490267960766,-0.04482009233870844
2011-05-14,2011-05-14,-0.04446977866210336,-0.04239578537224646
2011-05-07,2011-05-07,-0.05329388187672768,-0.04560825491067364
2011-04-30,2011-04-30,-0.02931180613639505,-0.04443064101476473
2011-04-23,2011-04-23,-0.04250767481375973,-0.04961601887804859
2011-04-16,2011-04-16,-0.05731965681581211,-0.05272585053033066
2011-04-09,2011-04-09,-0.04858342629309203,-0.054678525880178
2011-04-02,2011-04-02,-0.05005331758953048,-0.0568435569104319
2011-03-26,2011-03-26,-0.05494700142288799,-0.05414560988972852
2011-03-19,2011-03-19,-0.06513035821520151,-0.0534300683430632
2011-03-12,2011-03-12,-0.0572435504141076,-0.04742053579193937
2011-03-05,2011-03-05,-0.03926152950671698,-0.04415386849863931
2011-02-26,2011-02-26,-0.05208483523622669,-0.04412783170418734
2011-02-19,2011-02-19,-0.04109222801070623,-0.04272904512075929
2011-02-12,2011-02-12,-0.04417688124090735,-0.04451160414310033
2011-02-05,2011-02-05,-0.03915738232890907,-0.04315285825414009
2011-01-29,2011-01-29,-0.04648968890251451,-0.04065687913451778
2011-01-22,2011-01-22,-0.04822246410007038,-0.04138582078105737
2011-01-15,2011-01-15,-0.0387418976850664,-0.03684011798357485
2011-01-08,2011-01-08,-0.02917346585041984,-0.03792326094762968
2011-01-01,2011-01-01,-0.04940545548867287,-0.03874043574783847
2010-12-25,2010-12-25,-0.03003965291014031,-0.0365723685699096
2010-12-18,2010-12-18,-0.0430744695412857,-0.04437641265486034
2010-12-11,2010-12-11,-0.03244216505125501,-0.0458280132213348
2010-12-04,2010-12-04,-0.04073318677695736,-0.04968071860563883
2010-11-27,2010-11-27,-0.0612558292499433,-0.04588137096243213
2010-11-20,2010-11-20,-0.04888087180718351,-0.04126465956734529
2010-11-13,2010-11-13,-0.04785298658847117,-0.04135475302783634
2010-11-06,2010-11-06,-0.02553579620413054,-0.04130082232668727
2010-10-30,2010-10-30,-0.04278898366959594,-0.04907625107695154
2010-10-23,2010-10-23,-0.04924124564914768,-0.04941766390938326
2010-10-16,2010-10-16,-0.04763726378387495,-0.0477534350694393
2010-10-09,2010-10-09,-0.05663751120518758,-0.04621919944847065
2010-10-02,2010-10-02,-0.04415463499932286,-0.04307702520887989
2010-09-25,2010-09-25,-0.04258433028937179,-0.04150645804691997
2010-09-18,2010-09-18,-0.04150032130000038,-0.04189312255221845
2010-09-11,2010-09-11,-0.0440688142468245,-0.0415405773705596
2010-09-04,2010-09-04,-0.03787236635148319,-0.04371887895381503
2010-08-28,2010-08-28,-0.04413098831056575,-0.04073416728933118
2010-08-21,2010-08-21,-0.04009014057336495,-0.03710603472604135
2010-08-14,2010-08-14,-0.05278202057984621,-0.03755278415052902
2010-08-07,2010-08-07,-0.02593351969354778,-0.03646646128575429
2010-07-31,2010-07-31,-0.02961845805740643,-0.04042706550891156
2010-07-24,2010-07-24,-0.04187713827131568,-0.0492564117909141
2010-07-17,2010-07-17,-0.04843672912074723,-0.05545158644071733
2010-07-10,2010-07-10,-0.0417759365861769,-0.05722052398923511
2010-07-03,2010-07-03,-0.06493584318541655,-0.061034217091421
2010-06-26,2010-06-26,-0.06665783687052866,-0.05894741346289513
2010-06-19,2010-06-19,-0.05551247931481833,-0.05703024143739074
2010-06-12,2010-06-12,-0.05703070899492046,-0.0600779519639375
2010-06-05,2010-06-05,-0.05658862867131307,-0.05704540854234041
2010-05-29,2010-05-29,-0.05898914876851108,-0.05978951796386233
2010-05-22,2010-05-22,-0.06770332142100541,-0.0583473163041896
2010-05-15,2010-05-15,-0.04490053530853212,-0.05249818829236128
2010-05-08,2010-05-08,-0.0675650663574007,-0.05021823213087213
2010-05-01,2010-05-01,-0.05322034212982018,-0.04334071786411443
2010-04-24,2010-04-24,-0.0443068093736921,-0.03911858059035364
2010-04-17,2010-04-17,-0.03578071066257551,-0.04290598544678192
2010-04-10,2010-04-10,-0.04005500929036991,-0.04674650262455024
2010-04-03,2010-04-03,-0.03633179303477701,-0.0473392216125754
2010-03-27,2010-03-27,-0.05945642879940523,-0.04840018698708152
2010-03-20,2010-03-20,-0.0511427793736488,-0.04807870774756542
2010-03-13,2010-03-13,-0.04242588524247053,-0.04789669829310986
2010-03-06,2010-03-06,-0.04057565453280153,-0.0511644882228824
2010-02-27,2010-02-27,-0.05817051184134081,-0.05415150935893644
2010-02-20,2010-02-20,-0.05041474155582656,-0.05269728305885989
2010-02-13,2010-02-13,-0.05549704496156069,-0.05390496568917955
2010-02-06,2010-02-06,-0.05252373907701771,-0.05271121789991447
2010-01-30,2010-01-30,-0.0523536066410346,-0.05137037343288758
2010-01-23,2010-01-23,-0.05524547207710519,-0.0471543963832774
2010-01-16,2010-01-16,-0.05072205380450039,-0.0421922128497236
2010-01-09,2010-01-09,-0.04716036120891014,-0.04225848003523565
